CDC,CHEFLIEU,REG,DEP,COM,AR,CT,TNCC,ARTMAJ,NCC,ARTMIN,NCCENR,Code commune
0,0,93,13,031,3,03,3,(LA),DESTROUSSE,(La),Destrousse,13031
0,0,93,13,032,1,25,1,,EGUILLES,,Éguilles,13032
0,0,93,13,033,4,11,1,,ENSUES-LA-REDONNE,,Ensuès-la-Redonne,13033
0,0,93,13,034,2,26,1,,EYGALIERES,,Eygalières,13034
0,0,93,13,035,2,26,1,,EYGUIERES,,Eyguières,13035
0,0,93,13,036,2,07,1,,EYRAGUES,,Eyragues,13036
0,0,93,13,037,1,06,3,(LA),FARE-LES-OLIVIERS,(La),Fare-les-Oliviers,13037
0,0,93,13,038,2,26,0,,FONTVIEILLE,,Fontvieille,13038
0,0,93,13,039,4,10,0,,FOS-SUR-MER,,Fos-sur-Mer,13039
0,0,93,13,040,1,28,0,,FUVEAU,,Fuveau,13040
0,1,93,13,041,1,09,0,,GARDANNE,,Gardanne,13041
0,0,93,13,042,3,08,0,,GEMENOS,,Gémenos,13042
0,0,93,13,043,4,11,0,,GIGNAC-LA-NERTHE,,Gignac-la-Nerthe,13043
0,0,93,13,044,1,27,0,,GRANS,,Grans,13044
0,0,93,13,045,2,07,0,,GRAVESON,,Graveson,13045
0,0,93,13,046,3,03,0,,GREASQUE,,Gréasque,13046
0,2,93,13,047,4,10,1,,ISTRES,,Istres,13047
0,0,93,13,048,1,28,0,,JOUQUES,,Jouques,13048
0,0,93,13,049,2,26,0,,LAMANON,,Lamanon,13049
0,0,93,13,050,1,25,0,,LAMBESC,,Lambesc,13050
0,0,93,13,051,1,06,0,,LANCON-PROVENCE,,Lançon-Provence,13051
0,0,93,13,052,2,07,0,,MAILLANE,,Maillane,13052
0,0,93,13,053,2,25,0,,MALLEMORT,,Mallemort,13053
0,1,93,13,054,4,11,0,,MARIGNANE,,Marignane,13054
1,4,93,13,055,3,98,0,,MARSEILLE,,Marseille,13055
0,1,93,13,056,4,24,0,,MARTIGUES,,Martigues,13056
0,0,93,13,057,2,26,0,,MAS-BLANC-DES-ALPILLES,,Mas-Blanc-des-Alpilles,13057
0,0,93,13,058,2,26,0,,MAUSSANE-LES-ALPILLES,,Maussane-les-Alpilles,13058
0,0,93,13,059,1,28,0,,MEYRARGUES,,Meyrargues,13059
0,0,93,13,060,1,28,0,,MEYREUIL,,Meyreuil,13060
0,0,93,13,061,2,07,0,,SAINT-PIERRE-DE-MEZOARGUES,,Saint-Pierre-de-Mézoargues,13061
0,0,93,13,062,1,09,0,,MIMET,,Mimet,13062
0,0,93,13,063,4,27,0,,MIRAMAS,,Miramas,13063
0,0,93,13,064,2,07,0,,MOLLEGES,,Mollégès,13064
0,0,93,13,065,2,26,0,,MOURIES,,Mouriès,13065
0,0,93,13,066,2,07,0,,NOVES,,Noves,13066
0,0,93,13,067,2,26,1,,ORGON,,Orgon,13067
0,0,93,13,068,2,26,0,,PARADOU,,Paradou,13068
0,1,93,13,069,1,25,0,,PELISSANNE,,Pélissanne,13069
0,0,93,13,070,3,05,3,(LA),PENNE-SUR-HUVEAUNE,(La),Penne-sur-Huveaune,13070
0,0,93,13,071,1,09,4,(LES),PENNES-MIRABEAU,(Les),Pennes-Mirabeau,13071
0,0,93,13,072,1,28,0,,PEYNIER,,Peynier,13072
0,0,93,13,073,3,03,0,,PEYPIN,,Peypin,13073
0,0,93,13,074,1,28,0,,PEYROLLES-EN-PROVENCE,,Peyrolles-en-Provence,13074
0,0,93,13,075,3,03,0,,PLAN-DE-CUQUES,,Plan-de-Cuques,13075
0,0,93,13,076,2,07,0,,PLAN-D'ORGON,,Plan-d'Orgon,13076
0,0,93,13,077,4,24,0,,PORT-DE-BOUC,,Port-de-Bouc,13077
0,0,93,13,078,2,04,0,,PORT-SAINT-LOUIS-DU-RHONE,,Port-Saint-Louis-du-Rhône,13078
0,0,93,13,079,1,28,0,,PUYLOUBIER,,Puyloubier,13079
0,0,93,13,080,1,28,2,(LE),PUY-SAINTE-REPARADE,(Le),Puy-Sainte-Réparade,13080
0,0,93,13,081,4,06,0,,ROGNAC,,Rognac,13081
0,0,93,13,082,1,25,0,,ROGNES,,Rognes,13082
0,0,93,13,083,2,07,0,,ROGNONAS,,Rognonas,13083
0,0,93,13,084,1,25,3,(LA),ROQUE-D'ANTHERON,(La),Roque-d'Anthéron,13084
0,0,93,13,085,3,08,0,,ROQUEFORT-LA-BEDOULE,,Roquefort-la-Bédoule,13085
0,0,93,13,086,3,05,0,,ROQUEVAIRE,,Roquevaire,13086
0,0,93,13,087,1,28,0,,ROUSSET,,Rousset,13087
0,0,93,13,088,4,11,2,(LE),ROVE,(Le),Rove,13088
0,0,93,13,089,2,07,0,,SAINT-ANDIOL,,Saint-Andiol,13089
0,0,93,13,090,1,28,0,,SAINT-ANTONIN-SUR-BAYON,,Saint-Antonin-sur-Bayon,13090
0,0,93,13,091,1,25,0,,SAINT-CANNAT,,Saint-Cannat,13091
0,0,93,13,092,4,06,0,,SAINT-CHAMAS,,Saint-Chamas,13092
0,0,93,13,093,1,25,0,,SAINT-ESTEVE-JANSON,,Saint-Estève-Janson,13093
0,0,93,13,094,2,26,0,,SAINT-ETIENNE-DU-GRES,,Saint-Étienne-du-Grès,13094
0,0,93,13,095,1,28,0,,SAINT-MARC-JAUMEGARDE,,Saint-Marc-Jaumegarde,13095
0,0,93,13,096,2,04,0,,SAINTES-MARIES-DE-LA-MER,,Saintes-Maries-de-la-Mer,13096
0,0,93,13,097,2,27,0,,SAINT-MARTIN-DE-CRAU,,Saint-Martin-de-Crau,13097
0,0,93,13,098,4,10,0,,SAINT-MITRE-LES-REMPARTS,,Saint-Mitre-les-Remparts,13098
0,0,93,13,099,1,28,0,,SAINT-PAUL-LES-DURANCE,,Saint-Paul-lès-Durance,13099
0,0,93,13,100,2,26,0,,SAINT-REMY-DE-PROVENCE,,Saint-Rémy-de-Provence,13100
0,0,93,13,101,3,03,0,,SAINT-SAVOURNIN,,Saint-Savournin,13101
0,0,93,13,102,4,29,0,,SAINT-VICTORET,,Saint-Victoret,13102
1,1,93,13,103,1,99,0,,SALON-DE-PROVENCE,,Salon-de-Provence,13103
0,0,93,13,104,4,11,0,,SAUSSET-LES-PINS,,Sausset-les-Pins,13104
0,0,93,13,105,2,26,0,,SENAS,,Sénas,13105
0,0,93,13,106,1,09,0,,SEPTEMES-LES-VALLONS,,Septèmes-les-Vallons,13106
0,0,93,13,107,1,09,0,,SIMIANE-COLLONGUE,,Simiane-Collongue,13107
0,0,93,13,108,2,07,0,,TARASCON,,Tarascon,13108
0,0,93,13,109,1,28,2,(LE),THOLONET,(Le),Tholonet,13109
0,1,93,13,110,1,28,0,,TRETS,,Trets,13110
0,0,93,13,111,1,28,0,,VAUVENARGUES,,Vauvenargues,13111
0,0,93,13,112,1,06,0,,VELAUX,,Velaux,13112
0,0,93,13,113,1,28,0,,VENELLES,,Venelles,13113
0,0,93,13,114,1,06,0,,VENTABREN,,Ventabren,13114
0,0,93,13,115,2,25,0,,VERNEGUES,,Vernègues,13115
0,0,93,13,116,2,07,0,,VERQUIERES,,Verquières,13116
0,1,93,13,117,4,29,0,,VITROLLES,,Vitrolles,13117
0,0,93,13,118,1,06,0,,COUDOUX,,Coudoux,13118
0,0,93,13,119,3,08,0,,CARNOUX-EN-PROVENCE,,Carnoux-en-Provence,13119
0,0,93,83,001,1,14,4,(LES),ADRETS-DE-L'ESTEREL,(Les),Adrets-de-l'Estérel,83001
0,0,93,83,002,3,04,1,,AIGUINES,,Aiguines,83002
0,0,93,83,003,1,04,1,,AMPUS,,Ampus,83003
0,0,93,83,004,1,23,4,(LES),ARCS,(Les),Arcs,83004
0,0,93,83,005,3,04,1,,ARTIGNOSC-SUR-VERDON,,Artignosc-sur-Verdon,83005
0,0,93,83,006,3,13,1,,ARTIGUES,,Artigues,83006
0,0,93,83,007,3,04,1,,AUPS,,Aups,83007
0,0,93,83,008,1,11,0,,BAGNOLS-EN-FORET,,Bagnols-en-Forêt,83008
0,0,93,83,009,2,10,0,,BANDOL,,Bandol,83009
0,0,93,83,010,1,04,0,,BARGEME,,Bargème,83010
0,0,93,83,011,1,04,0,,BARGEMON,,Bargemon,83011
0,0,93,83,012,3,13,0,,BARJOLS,,Barjols,83012
0,0,93,83,013,1,04,3,(LA),BASTIDE,(La),Bastide,83013
0,0,93,83,014,3,04,0,,BAUDINARD-SUR-VERDON,,Baudinard-sur-Verdon,83014
0,0,93,83,015,3,04,0,,BAUDUEN,,Bauduen,83015
0,0,93,83,016,2,12,2,(LE),BEAUSSET,(Le),Beausset,83016
0,0,93,83,017,2,18,0,,BELGENTIER,,Belgentier,83017
0,0,93,83,018,3,09,0,,BESSE-SUR-ISSOLE,,Besse-sur-Issole,83018
0,0,93,83,019,2,02,0,,BORMES-LES-MIMOSAS,,Bormes-les-Mimosas,83019
0,0,93,83,020,1,04,2,(LE),BOURGUET,(Le),Bourguet,83020
0,0,93,83,021,3,13,0,,BRAS,,Bras,83021
0,0,93,83,022,1,04,0,,BRENON,,Brenon,83022
0,2,93,83,023,3,01,0,,BRIGNOLES,,Brignoles,83023
0,0,93,83,025,3,13,0,,BRUE-AURIAC,,Brue-Auriac,83025
0,0,93,83,026,3,09,0,,CABASSE,,Cabasse,83026
0,0,93,83,027,2,12,3,(LA),CADIERE-D'AZUR,(La),Cadière-d'Azur,83027
0,0,93,83,028,1,04,0,,CALLAS,,Callas,83028
0,0,93,83,029,1,11,0,,CALLIAN,,Callian,83029
0,0,93,83,030,3,07,0,,CAMPS-LA-SOURCE,,Camps-la-Source,83030
0,0,93,83,031,1,09,2,(LE),CANNET-DES-MAURES,(Le),Cannet-des-Maures,83031
0,0,93,83,032,3,01,0,,CARCES,,Carcès,83032
0,0,93,83,033,2,07,0,,CARNOULES,,Carnoules,83033
0,0,93,83,034,2,06,0,,CARQUEIRANNE,,Carqueiranne,83034
0,0,93,83,035,2,12,2,(LE),CASTELLET,(Le),Castellet,83035
0,0,93,83,036,1,15,0,,CAVALAIRE-SUR-MER,,Cavalaire-sur-Mer,83036
0,0,93,83,037,3,01,3,(LA),CELLE,(La),Celle,83037
0,0,93,83,038,1,04,0,,CHATEAUDOUBLE,,Châteaudouble,83038
0,0,93,83,039,3,13,0,,CHATEAUVERT,,Châteauvert,83039
0,0,93,83,040,1,04,0,,CHATEAUVIEUX,,Châteauvieux,83040
0,0,93,83,041,1,04,0,,CLAVIERS,,Claviers,83041
0,0,93,83,042,1,15,0,,COGOLIN,,Cogolin,83042
0,0,93,83,043,2,09,0,,COLLOBRIERES,,Collobrières,83043
0,0,93,83,044,1,04,0,,COMPS-SUR-ARTUBY,,Comps-sur-Artuby,83044
0,0,93,83,045,3,01,0,,CORRENS,,Correns,83045
0,0,93,83,046,3,01,0,,COTIGNAC,,Cotignac,83046
0,1,93,83,047,2,02,3,(LA),CRAU,(La),Crau,83047
0,0,93,83,048,1,15,3,(LA),CROIX-VALMER,(La),Croix-Valmer,83048
0,0,93,83,049,2,18,0,,CUERS,,Cuers,83049
0,2,93,83,050,1,03,0,,DRAGUIGNAN,,Draguignan,83050
0,0,93,83,051,3,01,1,,ENTRECASTEAUX,,Entrecasteaux,83051
0,0,93,83,052,3,13,1,,ESPARRON,,Esparron,83052
0,0,93,83,053,2,10,1,,EVENOS,,Évenos,83053
0,0,93,83,054,2,18,3,(LA),FARLEDE,(La),Farlède,83054
0,0,93,83,055,1,11,0,,FAYENCE,,Fayence,83055
0,0,93,83,056,1,04,0,,FIGANIERES,,Figanières,83056
0,0,93,83,057,3,09,0,,FLASSANS-SUR-ISSOLE,,Flassans-sur-Issole,83057
0,1,93,83,058,1,04,0,,FLAYOSC,,Flayosc,83058
0,0,93,83,059,3,07,0,,FORCALQUEIRET,,Forcalqueiret,83059
0,0,93,83,060,3,04,0,,FOX-AMPHOUX,,Fox-Amphoux,83060
1,1,93,83,061,1,96,0,,FREJUS,,Fréjus,83061
0,1,93,83,062,2,06,3,(LA),GARDE,(La),Garde,83062
0,0,93,83,063,1,09,3,(LA),GARDE-FREINET,(La),Garde-Freinet,83063
0,1,93,83,064,3,07,0,,GAREOULT,,Garéoult,83064
0,0,93,83,065,1,15,0,,GASSIN,,Gassin,83065
0,0,93,83,066,3,13,0,,GINASSERVIS,,Ginasservis,83066
0,0,93,83,067,3,09,0,,GONFARON,,Gonfaron,83067
0,0,93,83,068,1,15,0,,GRIMAUD,,Grimaud,83068
1,1,93,83,069,2,97,1,,HYERES,,Hyères,83069
0,0,93,83,070,2,02,2,(LE),LAVANDOU,(Le),Lavandou,83070
0,0,93,83,071,2,02,3,(LA),LONDE-LES-MAURES,(La),Londe-les-Maures,83071
0,0,93,83,072,1,23,0,,LORGUES,,Lorgues,83072
0,1,93,83,073,1,09,2,(LE),LUC,(Le),Luc,83073
0,0,93,83,074,1,04,3,(LA),MARTRE,(La),Martre,83074
0,0,93,83,075,1,09,4,(LES),MAYONS,(Les),Mayons,83075
0,0,93,83,076,3,07,0,,MAZAUGUES,,Mazaugues,83076
0,0,93,83,077,3,07,0,,MEOUNES-LES-MONTRIEUX,,Méounes-lès-Montrieux,83077
0,0,93,83,078,3,04,0,,MOISSAC-BELLEVUE,,Moissac-Bellevue,83078
0,0,93,83,079,1,15,3,(LA),MOLE,(La),Môle,83079
0,0,93,83,080,1,11,0,,MONS,,Mons,83080
0,0,93,83,081,1,11,0,,MONTAUROUX,,Montauroux,83081
0,0,93,83,082,1,04,0,,MONTFERRAT,,Montferrat,83082
0,0,93,83,083,3,01,0,,MONTFORT-SUR-ARGENS,,Montfort-sur-Argens,83083
0,0,93,83,084,3,04,0,,MONTMEYAN,,Montmeyan,83084
0,0,93,83,085,1,04,3,(LA),MOTTE,(La),Motte,83085
0,0,93,83,086,1,23,2,(LE),MUY,(Le),Muy,83086
0,0,93,83,087,3,12,0,,NANS-LES-PINS,,Nans-les-Pins,83087
0,0,93,83,088,3,07,0,,NEOULES,,Néoules,83088
0,0,93,83,089,3,13,1,,OLLIERES,,Ollières,83089
0,1,93,83,090,2,10,1,,OLLIOULES,,Ollioules,83090
0,0,93,83,091,2,07,0,,PIERREFEU-DU-VAR,,Pierrefeu-du-Var,83091
0,0,93,83,092,3,09,0,,PIGNANS,,Pignans,83092
0,0,93,83,093,3,12,0,,PLAN-D'AUPS-SAINTE-BAUME,,Plan-d'Aups-Sainte-Baume,83093
0,0,93,83,094,1,15,2,(LE),PLAN-DE-LA-TOUR,(Le),Plan-de-la-Tour,83094
0,0,93,83,095,3,13,0,,PONTEVES,,Pontevès,83095
0,0,93,83,096,3,13,0,,POURCIEUX,,Pourcieux,83096
0,0,93,83,097,3,13,0,,POURRIERES,,Pourrières,83097
0,0,93,83,098,2,06,2,(LE),PRADET,(Le),Pradet,83098
0,0,93,83,099,1,11,0,,PUGET-SUR-ARGENS,,Puget-sur-Argens,83099
0,0,93,83,100,2,07,0,,PUGET-VILLE,,Puget-Ville,83100
0,0,93,83,101,1,15,0,,RAMATUELLE,,Ramatuelle,83101
0,0,93,83,102,3,04,0,,REGUSSE,,Régusse,83102
0,0,93,83,103,2,21,2,(LE),REVEST-LES-EAUX,(Le),Revest-les-Eaux,83103
0,0,93,83,104,3,13,0,,RIANS,,Rians,83104
0,0,93,83,105,2,12,0,,RIBOUX,,Riboux,83105
0,0,93,83,106,3,07,0,,ROCBARON,,Rocbaron,83106
0,1,93,83,107,1,11,0,,ROQUEBRUNE-SUR-ARGENS,,Roquebrune-sur-Argens,83107
0,0,93,83,108,3,07,3,(LA),ROQUEBRUSSANNE,(La),Roquebrussanne,83108
0,0,93,83,109,1,04,3,(LA),ROQUE-ESCLAPON,(La),Roque-Esclapon,83109
0,0,93,83,110,3,01,0,,ROUGIERS,,Rougiers,83110
0,0,93,83,111,3,07,0,,SAINTE-ANASTASIE-SUR-ISSOLE,,Sainte-Anastasie-sur-Issole,83111
0,1,93,83,112,2,12,0,,SAINT-CYR-SUR-MER,,Saint-Cyr-sur-Mer,83112
0,0,93,83,113,3,13,0,,SAINT-JULIEN,,Saint-Julien,83113
0,0,93,83,114,3,13,0,,SAINT-MARTIN-DE-PALLIERES,,Saint-Martin-de-Pallières,83114
0,1,93,83,115,1,15,0,,SAINTE-MAXIME,,Sainte-Maxime,83115
0,1,93,83,116,3,13,0,,SAINT-MAXIMIN-LA-SAINTE-BAUME,,Saint-Maximin-la-Sainte-Baume,83116
0,0,93,83,117,1,11,0,,SAINT-PAUL-EN-FORET,,Saint-Paul-en-Forêt,83117
0,1,93,83,118,1,14,0,,SAINT-RAPHAEL,,Saint-Raphaël,83118
0,0,93,83,119,1,15,0,,SAINT-TROPEZ,,Saint-Tropez,83119
0,0,93,83,120,3,12,0,,SAINT-ZACHARIE,,Saint-Zacharie,83120
0,0,93,83,121,1,04,0,,SALERNES,,Salernes,83121
0,0,93,83,122,3,04,4,(LES),SALLES-SUR-VERDON,(Les),Salles-sur-Verdon,83122
0,0,93,83,123,2,10,0,,SANARY-SUR-MER,,Sanary-sur-Mer,83123
0,0,93,83,124,1,11,0,,SEILLANS,,Seillans,83124
0,0,93,83,125,3,13,0,,SEILLONS-SOURCE-D'ARGENS,,Seillons-Source-d'Argens,83125
1,1,93,83,126,2,98,3,(LA),SEYNE-SUR-MER,(La),Seyne-sur-Mer,83126
0,0,93,83,127,2,12,0,,SIGNES,,Signes,83127
0,0,93,83,128,3,04,0,,SILLANS-LA-CASCADE,,Sillans-la-Cascade,83128
0,0,93,83,129,2,17,0,,SIX-FOURS-LES-PLAGES,,Six-Fours-les-Plages,83129
0,1,93,83,130,2,18,0,,SOLLIES-PONT,,Solliès-Pont,83130
0,0,93,83,131,2,18,0,,SOLLIES-TOUCAS,,Solliès-Toucas,83131
0,0,93,83,132,2,18,0,,SOLLIES-VILLE,,Solliès-Ville,83132
0,0,93,83,133,1,11,0,,TANNERON,,Tanneron,83133
0,0,93,83,134,1,23,0,,TARADEAU,,Taradeau,83134
0,0,93,83,135,3,04,0,,TAVERNES,,Tavernes,83135
0,0,93,83,136,1,09,2,(LE),THORONET,(Le),Thoronet,83136
1,3,93,83,137,2,99,0,,TOULON,,Toulon,83137
0,0,93,83,138,1,11,0,,TOURRETTES,,Tourrettes,83138
0,0,93,83,139,1,04,0,,TOURTOUR,,Tourtour,83139
0,0,93,83,140,3,01,0,,TOURVES,,Tourves,83140
0,0,93,83,141,1,03,0,,TRANS-EN-PROVENCE,,Trans-en-Provence,83141
0,0,93,83,142,1,04,0,,TRIGANCE,,Trigance,83142
0,0,93,83,143,3,01,2,(LE),VAL,(Le),Val,83143
0,0,93,83,144,2,21,3,(LA),VALETTE-DU-VAR,(La),Valette-du-Var,83144
0,0,93,83,145,3,13,0,,VARAGES,,Varages,83145
0,0,93,83,146,3,13,3,(LA),VERDIERE,(La),Verdière,83146
0,0,93,83,147,3,04,0,,VERIGNON,,Vérignon,83147
0,1,93,83,148,1,23,0,,VIDAUBAN,,Vidauban,83148
0,0,93,83,149,1,04,0,,VILLECROZE,,Villecroze,83149
0,0,93,83,150,3,13,0,,VINON-SUR-VERDON,,Vinon-sur-Verdon,83150
0,0,93,83,151,3,01,0,,VINS-SUR-CARAMY,,Vins-sur-Caramy,83151
0,0,93,83,152,1,02,0,,RAYOL-CANADEL-SUR-MER,,Rayol-Canadel-sur-Mer,83152
0,0,93,83,153,2,17,0,,SAINT-MANDRIER-SUR-MER,,Saint-Mandrier-sur-Mer,83153
0,0,93,83,154,3,01,0,,SAINT-ANTONIN-DU-VAR,,Saint-Antonin-du-Var,83154
0,0,93,84,001,3,10,1,,ALTHEN-DES-PALUDS,,Althen-des-Paluds,84001
0,0,93,84,002,1,13,1,,ANSOUIS,,Ansouis,84002
0,2,93,84,003,1,01,1,,APT,,Apt,84003
0,0,93,84,004,3,06,1,,AUBIGNAN,,Aubignan,84004
0,0,93,84,005,3,12,1,,AUREL,,Aurel,84005
0,0,93,84,006,1,01,1,,AURIBEAU,,Auribeau,84006
1,3,93,84,007,2,99,1,,AVIGNON,,Avignon,84007
0,0,93,84,008,3,16,2,(LE),BARROUX,(Le),Barroux,84008
0,0,93,84,009,1,13,3,(LA),BASTIDE-DES-JOURDANS,(La),Bastide-des-Jourdans,84009
0,0,93,84,010,1,13,3,(LA),BASTIDONNE,(La),Bastidonne,84010
0,0,93,84,011,3,12,2,(LE),BEAUCET,(Le),Beaucet,84011
0,0,93,84,012,3,10,0,,BEAUMES-DE-VENISE,,Beaumes-de-Venise,84012
0,0,93,84,013,1,01,0,,BEAUMETTES,,Beaumettes,84013
0,0,93,84,014,1,13,0,,BEAUMONT-DE-PERTUIS,,Beaumont-de-Pertuis,84014
0,0,93,84,015,3,16,0,,BEAUMONT-DU-VENTOUX,,Beaumont-du-Ventoux,84015
0,0,93,84,016,2,15,0,,BEDARRIDES,,Bédarrides,84016
0,0,93,84,017,3,12,0,,BEDOIN,,Bédoin,84017
0,0,93,84,018,3,12,0,,BLAUVAC,,Blauvac,84018
0,1,93,84,019,2,05,0,,BOLLENE,,Bollène,84019
0,0,93,84,020,1,01,0,,BONNIEUX,,Bonnieux,84020
0,0,93,84,021,3,16,0,,BRANTES,,Brantes,84021
0,0,93,84,022,3,16,0,,BUISSON,,Buisson,84022
0,0,93,84,023,1,01,0,,BUOUX,,Buoux,84023
0,0,93,84,024,1,13,0,,CABRIERES-D'AIGUES,,Cabrières-d'Aigues,84024
0,0,93,84,025,2,08,0,,CABRIERES-D'AVIGNON,,Cabrières-d'Avignon,84025
0,0,93,84,026,1,08,0,,CADENET,,Cadenet,84026
0,0,93,84,027,2,11,0,,CADEROUSSE,,Caderousse,84027
0,0,93,84,028,3,16,0,,CAIRANNE,,Cairanne,84028
0,0,93,84,029,2,16,0,,CAMARET-SUR-AIGUES,,Camaret-sur-Aigues,84029
0,0,93,84,030,3,10,0,,CAROMB,,Caromb,84030
0,2,93,84,031,3,06,0,,CARPENTRAS,,Carpentras,84031
0,0,93,84,032,1,01,0,,CASENEUVE,,Caseneuve,84032
0,0,93,84,033,1,01,0,,CASTELLET,,Castellet,84033
0,0,93,84,034,1,07,0,,CAUMONT-SUR-DURANCE,,Caumont-sur-Durance,84034
0,1,93,84,035,1,07,0,,CAVAILLON,,Cavaillon,84035
0,0,93,84,036,2,09,0,,CHATEAUNEUF-DE-GADAGNE,,Châteauneuf-de-Gadagne,84036
0,0,93,84,037,2,15,0,,CHATEAUNEUF-DU-PAPE,,Châteauneuf-du-Pape,84037
0,1,93,84,038,1,08,0,,CHEVAL-BLANC,,Cheval-Blanc,84038
0,0,93,84,039,2,15,0,,COURTHEZON,,Courthézon,84039
0,0,93,84,040,3,16,0,,CRESTET,,Crestet,84040
0,0,93,84,041,3,12,0,,CRILLON-LE-BRAVE,,Crillon-le-Brave,84041
0,0,93,84,042,1,08,0,,CUCURON,,Cucuron,84042
0,0,93,84,043,3,10,1,,ENTRAIGUES-SUR-LA-SORGUE,,Entraigues-sur-la-Sorgue,84043
0,0,93,84,044,3,16,1,,ENTRECHAUX,,Entrechaux,84044
0,0,93,84,045,3,16,0,,FAUCON,,Faucon,84045
0,0,93,84,046,3,12,0,,FLASSAN,,Flassan,84046
0,0,93,84,047,1,01,0,,GARGAS,,Gargas,84047
0,0,93,84,048,1,01,0,,GIGNAC,,Gignac,84048
0,0,93,84,049,3,16,0,,GIGONDAS,,Gigondas,84049
0,0,93,84,050,1,01,0,,GORDES,,Gordes,84050
0,0,93,84,051,1,01,0,,GOULT,,Goult,84051
0,0,93,84,052,1,13,0,,GRAMBOIS,,Grambois,84052
0,0,93,84,053,2,17,0,,GRILLON,,Grillon,84053
0,1,93,84,054,2,09,5,(L'),ISLE-SUR-LA-SORGUE,(L'),Isle-sur-la-Sorgue,84054
0,0,93,84,055,2,14,0,,JONQUERETTES,,Jonquerettes,84055
0,0,93,84,056,2,15,0,,JONQUIERES,,Jonquières,84056
0,0,93,84,057,1,01,0,,JOUCAS,,Joucas,84057
0,0,93,84,058,1,01,0,,LACOSTE,,Lacoste,84058
0,0,93,84,059,3,16,0,,LAFARE,,Lafare,84059
0,0,93,84,060,1,01,0,,LAGARDE-D'APT,,Lagarde-d'Apt,84060
0,0,93,84,061,2,05,0,,LAGARDE-PAREOL,,Lagarde-Paréol,84061
0,0,93,84,062,2,08,0,,LAGNES,,Lagnes,84062
0,0,93,84,063,2,05,0,,LAMOTTE-DU-RHONE,,Lamotte-du-Rhône,84063
0,0,93,84,064,2,05,0,,LAPALUD,,Lapalud,84064
0,0,93,84,065,1,08,0,,LAURIS,,Lauris,84065
0,0,93,84,066,1,01,0,,LIOUX,,Lioux,84066
0,0,93,84,067,3,06,0,,LORIOL-DU-COMTAT,,Loriol-du-Comtat,84067
0,0,93,84,068,1,08,0,,LOURMARIN,,Lourmarin,84068
0,0,93,84,069,3,16,0,,MALAUCENE,,Malaucène,84069
0,0,93,84,070,3,12,0,,MALEMORT-DU-COMTAT,,Malemort-du-Comtat,84070
0,0,93,84,071,1,08,0,,MAUBEC,,Maubec,84071
0,0,93,84,072,3,12,0,,MAZAN,,Mazan,84072
0,0,93,84,073,1,01,0,,MENERBES,,Ménerbes,84073
0,0,93,84,074,1,08,0,,MERINDOL,,Mérindol,84074
0,0,93,84,075,3,12,0,,METHAMIS,,Méthamis,84075
0,0,93,84,076,1,13,0,,MIRABEAU,,Mirabeau,84076
0,0,93,84,077,3,12,0,,MODENE,,Modène,84077
0,0,93,84,078,2,05,0,,MONDRAGON,,Mondragon,84078
0,0,93,84,079,3,12,0,,MONIEUX,,Monieux,84079
0,1,93,84,080,3,10,0,,MONTEUX,,Monteux,84080
0,0,93,84,081,2,04,0,,MORIERES-LES-AVIGNON,,Morières-lès-Avignon,84081
0,0,93,84,082,3,12,0,,MORMOIRON,,Mormoiron,84082
0,0,93,84,083,2,05,0,,MORNAS,,Mornas,84083
0,0,93,84,084,1,13,3,(LA),MOTTE-D'AIGUES,(La),Motte-d'Aigues,84084
0,0,93,84,085,1,01,0,,MURS,,Murs,84085
0,0,93,84,086,1,01,1,,OPPEDE,,Oppède,84086
0,1,93,84,087,2,11,1,,ORANGE,,Orange,84087
0,1,93,84,088,3,12,0,,PERNES-LES-FONTAINES,,Pernes-les-Fontaines,84088
0,1,93,84,089,1,13,0,,PERTUIS,,Pertuis,84089
0,0,93,84,090,1,13,0,,PEYPIN-D'AIGUES,,Peypin-d'Aigues,84090
0,0,93,84,091,2,11,0,,PIOLENC,,Piolenc,84091
0,1,93,84,092,2,14,2,(LE),PONTET,(Le),Pontet,84092
0,0,93,84,093,1,08,0,,PUGET,,Puget,84093
0,0,93,84,094,3,16,0,,PUYMERAS,,Puyméras,84094
0,0,93,84,095,1,08,0,,PUYVERT,,Puyvert,84095
0,0,93,84,096,3,16,0,,RASTEAU,,Rasteau,84096
0,0,93,84,097,2,17,0,,RICHERENCHES,,Richerenches,84097
0,0,93,84,098,3,16,0,,ROAIX,,Roaix,84098
0,0,93,84,099,1,08,0,,ROBION,,Robion,84099
0,0,93,84,100,3,16,3,(LA),ROQUE-ALRIC,(La),Roque-Alric,84100
0,0,93,84,101,3,12,3,(LA),ROQUE-SUR-PERNES,(La),Roque-sur-Pernes,84101
0,0,93,84,102,1,01,0,,ROUSSILLON,,Roussillon,84102
0,0,93,84,103,1,01,0,,RUSTREL,,Rustrel,84103
0,0,93,84,104,3,16,0,,SABLET,,Sablet,84104
0,0,93,84,105,1,01,0,,SAIGNON,,Saignon,84105
0,0,93,84,106,2,05,0,,SAINTE-CECILE-LES-VIGNES,,Sainte-Cécile-les-Vignes,84106
0,0,93,84,107,3,12,0,,SAINT-CHRISTOL,,Saint-Christol,84107
0,0,93,84,108,3,12,0,,SAINT-DIDIER,,Saint-Didier,84108
