CDC,CHEFLIEU,REG,DEP,COM,AR,CT,TNCC,ARTMAJ,NCC,ARTMIN,NCCENR,Code commune
0,0,93,84,109,3,10,0,,SAINT-HIPPOLYTE-LE-GRAVEYRON,,Saint-Hippolyte-le-Graveyron,84109
0,0,93,84,110,3,16,0,,SAINT-LEGER-DU-VENTOUX,,Saint-Léger-du-Ventoux,84110
0,0,93,84,111,3,16,0,,SAINT-MARCELLIN-LES-VAISON,,Saint-Marcellin-lès-Vaison,84111
0,0,93,84,112,1,01,0,,SAINT-MARTIN-DE-CASTILLON,,Saint-Martin-de-Castillon,84112
0,0,93,84,113,1,13,0,,SAINT-MARTIN-DE-LA-BRASQUE,,Saint-Martin-de-la-Brasque,84113
0,0,93,84,114,1,01,0,,SAINT-PANTALEON,,Saint-Pantaléon,84114
0,0,93,84,115,3,12,0,,SAINT-PIERRE-DE-VASSOLS,,Saint-Pierre-de-Vassols,84115
0,0,93,84,116,3,16,0,,SAINT-ROMAIN-EN-VIENNOIS,,Saint-Romain-en-Viennois,84116
0,0,93,84,117,3,16,0,,SAINT-ROMAN-DE-MALEGARDE,,Saint-Roman-de-Malegarde,84117
0,0,93,84,118,1,01,0,,SAINT-SATURNIN-LES-APT,,Saint-Saturnin-lès-Apt,84118
0,0,93,84,119,2,14,0,,SAINT-SATURNIN-LES-AVIGNON,,Saint-Saturnin-lès-Avignon,84119
0,0,93,84,120,3,12,0,,SAINT-TRINIT,,Saint-Trinit,84120
0,0,93,84,121,1,13,0,,SANNES,,Sannes,84121
0,0,93,84,122,3,10,0,,SARRIANS,,Sarrians,84122
0,0,93,84,123,3,12,0,,SAULT,,Sault,84123
0,0,93,84,124,2,09,0,,SAUMANE-DE-VAUCLUSE,,Saumane-de-Vaucluse,84124
0,0,93,84,125,3,16,0,,SAVOILLAN,,Savoillan,84125
0,0,93,84,126,3,16,0,,SEGURET,,Séguret,84126
0,0,93,84,127,2,05,0,,SERIGNAN-DU-COMTAT,,Sérignan-du-Comtat,84127
0,0,93,84,128,1,01,0,,SIVERGUES,,Sivergues,84128
0,1,93,84,129,2,15,0,,SORGUES,,Sorgues,84129
0,0,93,84,130,3,16,0,,SUZETTE,,Suzette,84130
0,0,93,84,131,1,08,0,,TAILLADES,,Taillades,84131
0,0,93,84,132,2,09,2,(LE),THOR,(Le),Thor,84132
0,0,93,84,133,1,13,3,(LA),TOUR-D'AIGUES,(La),Tour-d'Aigues,84133
0,0,93,84,134,2,16,0,,TRAVAILLAN,,Travaillan,84134
0,0,93,84,135,2,05,1,,UCHAUX,,Uchaux,84135
0,0,93,84,136,3,16,0,,VACQUEYRAS,,Vacqueyras,84136
0,1,93,84,137,3,16,0,,VAISON-LA-ROMAINE,,Vaison-la-Romaine,84137
0,1,93,84,138,2,17,0,,VALREAS,,Valréas,84138
0,0,93,84,139,2,09,0,,FONTAINE-DE-VAUCLUSE,,Fontaine-de-Vaucluse,84139
0,0,93,84,140,1,08,0,,VAUGINES,,Vaugines,84140
0,0,93,84,141,2,14,0,,VEDENE,,Vedène,84141
0,0,93,84,142,3,14,0,,VELLERON,,Velleron,84142
0,0,93,84,143,3,12,0,,VENASQUE,,Venasque,84143
0,0,93,84,144,1,01,0,,VIENS,,Viens,84144
0,0,93,84,145,1,01,0,,VILLARS,,Villars,84145
0,0,93,84,146,3,16,0,,VILLEDIEU,,Villedieu,84146
0,0,93,84,147,1,13,0,,VILLELAURE,,Villelaure,84147
0,0,93,84,148,3,12,0,,VILLES-SUR-AUZON,,Villes-sur-Auzon,84148
0,0,93,84,149,2,16,0,,VIOLES,,Violès,84149
0,0,93,84,150,2,17,0,,VISAN,,Visan,84150
0,0,93,84,151,1,13,0,,VITROLLES-EN-LUBERON,,Vitrolles-en-Lubéron,84151
