Country Name,"1960 - CO2 emissions (kt)","1960 - CO2 emissions (metric tons per capita)","1970 - CO2 emissions (kt)","1970 - CO2 emissions (metric tons per capita)","1980 - CO2 emissions (kt)","1980 - CO2 emissions (metric tons per capita)","1990 - CO2 emissions (kt)","1990 - CO2 emissions (metric tons per capita)","2000 - CO2 emissions (kt)","2000 - CO2 emissions (metric tons per capita)","2005 - CO2 emissions (kt)","2005 - CO2 emissions (metric tons per capita)","2010 - CO2 emissions (kt)","2010 - CO2 emissions (metric tons per capita)","2011 - CO2 emissions (kt)","2011 - CO2 emissions (metric tons per capita)","2012 - CO2 emissions (kt)","2012 - CO2 emissions (metric tons per capita)","2013 - CO2 emissions (kt)","2013 - CO2 emissions (metric tons per capita)"
Burundi,"","","62.339","0.0180320978805148","146.68","0.0355454830967512","293.36","0.0522630733844028","289.693","0.0428092027380228","154.014","0.0194113770326055","212.686","0.0224800094957075","242.022","0.0247209670208355","282.359","0.0278884875331026","293.36","0.0280299206217032"
Cabo Verde,"22.002","0.108750667272979","36.67","0.135715792551361","121.011","0.423709466769842","95.342","0.279385563916825","187.017","0.426262202640762","344.698","0.726867471912008","480.377","0.979603531146317","531.715","1.07382679099037","495.045","0.988370235789726","443.707","0.874716613636453"
Cambodia,"234.688","0.0410123777385943","1173.44","0.167104683228938","286.026","0.0425745369956213","1485.135","0.164852784859698","1976.513","0.162037087516258","2775.919","0.208401419873697","5012.789","0.348992862924342","5207.14","0.356822084191987","5456.496","0.367880406586861","5573.84","0.369653237536413"
Cameroon,"271.358","0.0506135841847797","638.058","0.0942343981295434","3905.355","0.43722593995312","1738.158","0.144002179222673","3432.312","0.215493084286489","3696.336","0.203913289783929","6780.283","0.329289154610152","5768.191","0.273127195735228","6127.557","0.282904055719138","6813.286","0.306750487570081"
Canada,"192895.201","10.7708472869716","341485.708","16.0141487525793","443233.957","18.0227689586468","435181.225","15.6590703824979","534483.585","17.3704516131129","551758.822","17.0759724560535","492588.11","14.485638610058","497329.541","14.4813419589212","481601.778","13.8584553358252","475734.578","13.5322948480976"
Cayman Islands,"11.001","1.39837295029872","36.67","4.01027996500437","165.015","10.2087973273942","253.023","10.1172777799992","469.376","11.2600695693895","480.377","9.87962486888921","564.718","10.1734493505558","594.054","10.4993637327678","542.716","9.43492924446299","539.049","9.23519333892991"
Central African Republic,"88.008","0.058535378426752","209.019","0.114298603933921","106.343","0.0467627781601033","198.018","0.0674027650321734","267.691","0.0718431431908553","234.688","0.0578675256582983","264.024","0.0593983360528849","278.692","0.061509151707728","293.36","0.0635047083017643","297.027","0.0630539807645524"
Chad,"55.005","0.0183191478307438","124.678","0.0342060478294257","209.019","0.0463169720760637","146.68","0.0246189087586451","176.016","0.0210966352607073","399.703","0.039700605844378","517.047","0.0434625491115785","539.049","0.0438304243635328","542.716","0.0426815692544472","608.722","0.0463054782261816"
Chile,"13490.893","1.75304482040082","24664.242","2.57943761616454","25265.63","2.24896433613368","33314.695","2.53513301142468","58815.013","3.87696193907248","61818.286","3.84046304023385","72250.901","4.24629428021596","79243.87","4.60685221266642","80974.694","4.65681268534947","83171.227","4.73213571157623"
China,"780726.302","1.17038137226978","771617.474","0.942934534989582","1467192.369","1.49525074931082","2460744.017","2.16770307659104","3405179.867","2.69686243322549","5790016.984","4.4411506949345","8767877.674","6.55441795762145","9724590.64","7.23485871158296","10020744.894","7.41895460781301","10249463.018","7.55091648469846"
Colombia,"16409.825","0.995718607042166","28404.582","1.28753485642268","44356.032","1.59911255013672","57337.212","1.67302588446287","57923.932","1.43362020538631","60945.54","1.40798531873252","76163.59","1.65868335887845","76530.29","1.64913059707266","79874.594","1.70377260152499","89625.147","1.89312787365514"
Comoros,"11.001","0.0582890023949304","29.336","0.128417154388622","47.671","0.15451610602947","62.339","0.150162353303914","84.341","0.153992360725658","102.676","0.165972662261247","128.345","0.183692455220089","150.347","0.20999005547703","146.68","0.199928849972944","161.348","0.214644996587721"
"Congo, Dem. Rep.","2321.211","0.152228066100193","2713.58","0.135611858568823","3501.985","0.132865308032767","4070.37","0.116420436467735","814.074","0.0169426979280839","1499.803","0.0267394438777315","1991.181","0.0301974506265758","2467.891","0.0362459408040633","2559.566","0.0364137681039835","2779.586","0.0383111838966626"
"Congo, Rep.","223.687","0.22068981166774","572.052","0.428474484866189","407.037","0.225919804094827","1188.108","0.497852264456202","1048.762","0.337301790227864","982.756","0.280540072381894","1925.175","0.473472225569701","2233.203","0.53458713301344","2383.55","0.556100199057998","2482.559","0.564945450209292"
Costa Rica,"491.378","0.368614042168214","1250.447","0.67632930980116","2464.224","1.03135425346826","2955.602","0.95465365888952","5474.831","1.39470149919118","6868.291","1.61688908935665","7568.688","1.66517786720402","7741.037","1.68265598837688","7766.706","1.66877073956393","7616.359","1.61828692770087"
Cote d'Ivoire,"462.042","0.132972287870922","2442.222","0.465902721792078","6222.899","0.75287182980828","5768.191","0.474127416208686","6791.284","0.411145742800498","7825.378","0.431561606207393","6164.227","0.306194949091997","6398.915","0.3105640449905","8390.096","0.397585117426771","8987.817","0.415669841909974"
Croatia,"","","","","","","","","19438.767","4.39194916403073","22724.399","5.1158034669068","20443.525","4.62755510062631","20058.49","4.6858820984427","18162.651","4.25598222683793","17711.61","4.1618666213626"
Cuba,"13699.912","1.91845183023581","18672.364","2.14252443711925","31400.521","3.19267472257998","33494.378","3.16519735908302","26083.371","2.34630482710517","26006.364","2.30940803754392","38375.155","3.39358893285036","35987.938","3.17814417184686","36156.62","3.18767488777516","39339.576","3.46222738735869"
Curacao,"","","","","","","","","","","","","","","","","6028.548","39.6385513649992","5254.811","34.1616348766756"
Cyprus,"887.414","1.54890745624676","1705.155","2.77884974226678","3208.625","4.68134944835616","4374.731","5.70658521727447","6930.63","7.34731847253275","7502.682","7.26591489716111","7708.034","6.98390754608425","7425.675","6.6499931938917","6919.629","6.12734491983108","5947.874","5.20988357222691"
Czech Republic,"","","","","","","","","123849.258","12.0768890449527","120108.918","11.7624500353337","111579.476","10.6525786177933","106907.718","10.1854822482433","101036.851","9.61268363875771","98660.635","9.38349654640854"
Denmark,"29779.707","6.50268309283578","62100.645","12.5996564651087","60369.821","11.7840138262008","50230.566","9.77069869920651","51330.666","9.61317555419716","47095.281","8.69007693057132","46640.573","8.40721667045503","40645.028","7.29638320804399","36405.976","6.5108659961814","38067.127","6.77962386721691"
Djibouti,"40.337","0.48229231431441","139.346","0.872728866954349","348.365","0.970484176509918","322.696","0.548470653821836","341.031","0.471974723276342","414.371","0.532332741525631","517.047","0.622346840763503","473.043","0.561940931477949","517.047","0.60610220275265","608.722","0.704087888090275"
Dominica,"11.001","0.183301119701413","25.669","0.361148629635883","36.67","0.486901331775391","58.672","0.827205053011505","102.676","1.47355731282022","117.344","1.66346290153384","139.346","1.95801424817682","128.345","1.79749866950506","135.679","1.89271116691079","132.012","1.83337268245261"
Dominican Republic,"1041.428","0.316155333922883","3109.616","0.690547918618094","6457.587","1.11160023348885","9229.839","1.28484045566833","19790.799","2.31130098802668","18639.361","2.01777860291105","21649.968","2.1873110915628","22082.674","2.2022903838981","22746.401","2.23991337893829","22071.673","2.14675587234744"
Ecuador,"1763.827","0.388033962021741","4283.056","0.705317726413416","13443.222","1.68536425168643","16827.863","1.64687052417356","20718.55","1.64060597076666","30263.751","2.20336656854431","38074.461","2.54939713520707","39640.27","2.61181647831495","40472.679","2.62477365500928","43527.29","2.77928758459061"
"Egypt, Arab Rep.","16054.126","0.593007187357662","21686.638","0.623025304753001","45239.779","1.04312304171369","75943.57","1.34658230726865","141326.18","2.06814043277005","167207.866","2.23116022279329","202715.427","2.47090408241519","217163.407","2.59183123609863","217068.065","2.53403898315243","213012.363","2.4312619472326"
El Salvador,"619.723","0.224301883132089","1430.13","0.389830757958367","2134.194","0.466217079688567","2511.895","0.478266523637674","5742.522","0.98807364832731","6453.92","1.08520202595975","6351.244","1.05182546230681","6648.271","1.09794263054217","7198.321","1.18544874677899","6358.578","1.04416251590405"
Equatorial Guinea,"22.002","0.0872696983519426","36.67","0.126054897646998","58.672","0.265959520409782","121.011","0.320675317929951","454.708","0.856491666917815","4712.095","7.52891992854701","4679.092","6.42106187646663","6769.282","9.01467537067962","5830.53","7.53562293774694","5412.492","6.79038292170693"
Eritrea,"","","","","","","","","608.722","0.172190986762677","766.403","0.18285685518457","513.38","0.109470529231945","594.054","0.124030810294373","660.06","","667.394",""
Estonia,"","","","","","","","","14858.684","10.6362516419289","16754.523","12.3670151870237","18107.646","13.5996890666366","18606.358","14.0167329722872","17623.602","13.3240003749917","19915.477","15.110411480451"
Ethiopia,"352.032","0.0158922186581343","1653.817","0.0582022543798084","1822.499","0.0517168088716524","3017.941","0.0627990739514961","3549.656","0.0534235929379086","5119.132","0.0668220446911385","6585.932","0.0752146592120625","7726.369","0.0859835424275465","8562.445","0.092877020565442","10634.3","0.11246280525086"
Faroe Islands,"58.672","1.71225121111306","256.69","6.65224039184181","421.705","9.8048128342246","616.056","12.8262164019071","689.396","14.8285904798778","722.399","14.9450524442973","630.724","12.9866781971297","568.385","11.7212117462674","590.387","12.1998429524931","594.054","12.3012921394848"
Fiji,"194.351","0.494050327543387","520.714","1.00035540767181","795.739","1.25262728726687","817.741","1.12230554495722","865.412","1.06679914154308","1364.124","1.65988172592539","1598.812","1.8591874895343","1591.478","1.83492269928182","1595.145","1.82477881572896","1708.822","1.94076914253135"
Finland,"15104.373","3.4098467277432","40395.672","8.76964388174735","58246.628","12.1866725528739","51745.037","10.3771689611267","52427.099","10.1284741400511","54645.634","10.4164380522202","61909.961","11.5431470841369","56636.815","10.5111276862044","48826.105","9.01853833350788","46299.542","8.51255384289531"
France,"271218.654","5.79350794502963","439013.24","8.43686823287245","505363.938","9.13185393730071","375632.812","6.41966818615165","362090.581","5.9444382169321","385170.679","6.09646415199294","352769.067","5.42492025529133","331537.137","5.07381469376202","332956.266","5.07093102186285","333190.954","5.05048299434835"
French Polynesia,"36.67","0.469628472266691","194.351","1.758896249638","293.36","1.93379124863219","498.712","2.51404950345314","568.385","2.39555016078932","821.408","3.22267384378776","858.078","3.20100721839852","832.409","3.07318486904771","814.074","2.97351474751164","821.408","2.96787900247863"
Gabon,"132.012","0.264452942673016","2082.856","3.52955251398447","6633.603","9.09753348007653","4499.409","4.72493486609351","4693.76","3.8112684199073","4888.111","3.54782450280416","4536.079","2.94180757177989","4470.073","2.83400663666599","4580.083","2.83862052979599","4756.099","2.88187118982568"
"Gambia, The","18.335","0.0498329840811678","47.671","0.106579056212733","157.681","0.260901002860826","190.684","0.207986160724511","275.025","0.223804443619834","322.696","0.224010129520694","473.043","0.279410774470438","436.373","0.249484448850522","473.043","0.261767974022582","491.378","0.263208415332978"
Georgia,"","","","","","","","","4536.079","1.0266570853043","5067.794","1.20949737470167","5555.505","1.41505476311768","6882.959","1.77624748387097","7356.002","1.92313777777778","7510.016","1.9888813559322"
Germany,"","","","","","","","","829977.779","10.0956398829225","797180.131","9.66637223430522","758537.285","9.2756879599173","732120.217","8.95037951752001","739300.203","9.19232375153935","757312.507","9.22059080376862"
Ghana,"1463.133","0.219944425111071","2625.572","0.305406423676602","2559.566","0.236952423272488","3817.347","0.260957010608234","6288.905","0.334072085228819","6992.969","0.326934450217055","9955.905","0.409409240186606","9831.227","0.394376950753922","11877.413","0.464968301476263","14620.329","0.558786408969245"
Gibraltar,"47.671","2.21426912536579","69.673","2.82523012043307","88.008","3.31255645889792","143.013","5.32974322662393","333.697","12.2005411136704","399.703","13.7449449793673","465.709","15.1538786932188","454.708","14.6363665625905","462.042","14.7137761925992","491.378","15.4911097099622"
Greece,"9405.855","1.12892048165296","24165.53","2.74832971408672","51429.675","5.33364255450218","74278.752","7.28452164170849","91616.328","8.47843382003456","98675.303","8.98083944811261","83490.256","7.50721122569661","80725.338","7.2693446378936","79969.936","7.24036725721686","69155.953","6.30685109479425"
Greenland,"223.687","6.88267692307692","381.368","8.21913793103448","564.718","11.2493625498008","553.717","9.95893884892086","531.715","9.46112099644128","608.722","10.6915254237288","663.727","11.6637729549249","707.731","12.4403410089647","568.385","10.005016722408","568.385","10.0629392914682"
Grenada,"22.002","0.244844815882307","44.004","0.465995975855131","47.671","0.535605141341962","106.343","1.10444924495773","190.684","1.8764416453454","216.353","2.10151431263417","260.357","2.48724170543672","253.023","2.40813743218807","271.358","2.57269900261671","304.361","2.87398727125078"
Guam,"","","","","","","","","","","","","","","","","","","",""
Guatemala,"1345.789","0.326049925440121","2299.209","0.423943611590107","4510.41","0.633606644426426","5086.129","0.555342348518821","9915.568","0.848306649350738","12570.476","0.953500302082034","11664.727","0.791781180091773","11837.076","0.786554306917009","11972.755","0.77903199601217","13597.236","0.866574175059221"
Guinea,"410.704","0.114804748571104","792.072","0.18789773409289","964.421","0.214003855269619","1056.096","0.175021817734661","1279.783","0.145443686986208","1180.774","0.122119266858709","2603.57","0.236421541305324","2779.586","0.245625643813982","2581.568","0.221998428552227","2299.209","0.192422941157074"
Guinea-Bissau,"18.335","0.0297449574712812","69.673","0.09787898200127","146.68","0.172587852959103","172.349","0.16317713935134","146.68","0.111505144607759","212.686","0.145398090217011","238.355","0.145854597612526","245.689","0.146810683420286","253.023","0.147567974245022","256.69","0.146084143647226"
Guyana,"660.06","1.16985867265013","1580.477","2.27223349210206","1789.496","2.27493535584162","1133.103","1.5731380209418","1609.813","2.16892206871835","1437.464","1.93599148815817","1719.823","2.28286401490917","1782.162","2.35772202840916","1994.848","2.63030287047903","1936.176","2.54414197544653"
Haiti,"286.026","0.0739819355639705","385.035","0.0817720364631903","751.735","0.132142239391144","993.757","0.139971038347498","1367.791","0.159990488001102","2075.522","0.224055960392119","2126.86","0.212694146185799","2218.535","0.218684973420116","2317.544","0.225248590024053","2405.552","0.230610159914695"
Honduras,"616.056","0.307669103990195","1389.793","0.516400383605153","2057.187","0.565804477727702","2592.569","0.528732830916251","5031.124","0.805872101590881","7554.02","1.09793913851976","7975.725","1.0628808448968","8954.814","1.17495441134677","8984.15","1.16132340571792","9064.824","1.15489308973216"
"Hong Kong SAR, China","2955.602","0.960982310797388","8401.097","2.12202500631473","16662.848","3.29103671663605","27333.818","4.79162380576738","40439.676","6.06746826706677","43871.988","6.43926319497446","40758.705","5.80261168531648","43794.981","6.193079501103","43446.616","6.07254297934196","44994.09","6.26004730434783"
Hungary,"45371.791","4.54446524112109","70003.03","6.77148766046522","86860.229","8.10934923530887","69614.328","6.71046930071637","55811.74","5.46586020075858","58019.274","5.75184892731434","50215.898","5.02157825037002","47762.675","4.78980972904693","44521.047","4.48784500001109","41440.767","4.18886318742734"
Iceland,"1213.777","6.91319329741306","1389.793","6.79811483188057","1866.503","8.1814647274895","1998.515","7.84266519115004","2163.53","7.69378211624971","2229.536","7.51358455721286","1961.845","6.16852858593703","1881.171","5.89682897929244","1870.17","5.83123386422879","1969.179","6.08214316600981"
India,"120581.961","0.26816140743122","195143.072","0.352279913970823","314016.211","0.450376957167827","619154.615","0.711180050475799","1031853.463","0.97947033926396","1222563.132","1.06836934489628","1719690.988","1.3970045783777","1846763.539","1.48043564428056","2018503.817","1.59743618869607","2034752.294","1.59027282895444"
Indonesia,"21404.279","0.243805291731486","35822.923","0.311951855422618","94784.616","0.642649540919846","149565.929","0.824341653340586","263418.945","1.24524161877937","341991.754","1.51153434366401","428760.308","1.77457373735564","573379.454","2.34215736042952","599539.832","2.4171303885621","479364.908","1.90778125926251"
"Iran, Islamic Rep.","37392.399","1.70687730649309","91873.018","3.22203067116724","120900.99","3.12662397562526","211010.181","3.7566886483474","372479.192","5.65647443126173","468990.965","6.68820335781372","605216.348","8.15069165948865","619165.616","8.2353022482533","643862.861","8.45441748441295","616976.417","7.99684853798217"
Iraq,"8265.418","1.1338396783762","23908.84","2.41065571605191","45558.808","3.33682072937661","52555.444","3.00687011523616","72445.252","3.0730017890751","113522.986","4.20179865711797","112195.532","3.63466907449865","133929.841","4.20267534980026","153012.909","4.64271691082567","167812.921","4.92013722197135"
Ireland,"11180.683","3.95272679063848","19413.098","6.56457790176684","26255.72","7.69330754805438","31242.84","8.89102765131444","41228.081","10.8347426425178","43538.291","10.4661517040977","40241.658","8.82462504015763","35826.59","7.82787907867385","35720.247","7.7874534788987","34964.845","7.60387330605655"
Isle of Man,"","","","","","","","","","","","","","","","","","","",""
Israel,"6468.588","3.05985184624554","16578.507","5.57448117014122","21147.589","5.45322047447138","36295.966","7.7888339055794","60259.811","9.58177945619335","56952.177","8.21808877216779","68880.928","9.03522325410567","69130.284","8.90188827937881","75529.199","9.54796776436382","71073.794","8.81863564737267"
Italy,"109357.274","2.1784447715823","296740.974","5.51339231185847","388969.691","6.89248498105296","417550.289","7.36170458207832","450564.29","7.912673166227","473384.031","8.16609012769546","405361.181","6.83837457020099","397994.178","6.70255761383033","369446.583","6.20504432360671","344767.673","5.72380998502705"
Jamaica,"1470.467","0.902679123365641","4994.454","2.67226003210273","8452.435","3.96269807782466","7532.018","3.1514719665272","10307.937","3.98083756438295","10498.621","3.97133341983151","7256.993","2.6969407883979","7722.702","2.86043162589755","7326.666","2.70575835409123","7726.369","2.84615509294135"
Japan,"232781.16","2.51653751935718","768823.22","7.36808874407015","947571.135","8.11401701460842","1096179.977","8.87329283534488","1220527.947","9.62235162366075","1239255.316","9.6988825182159","1171841.188","9.15000537206216","1191056.268","9.31842937007647","1229574.436","9.63907246332002","1243384.358","9.76439314510874"
Jordan,"744.401","0.8376932183401","1558.475","0.941808191959119","4726.763","2.07253263295435","10403.279","3.09764019326756","15507.743","3.25282036029127","21059.581","3.9489315733674","21180.592","3.24959772393368","21668.303","3.20519435989534","24858.593","3.55404491360366","24807.255","3.43836904310454"
Kazakhstan,"","","","","","","","","118099.402","7.93485418136683","177328.786","11.7071662040127","246620.418","15.1100814314496","259121.221","15.6506300206564","244720.912","14.5741598464693","262901.898","15.432794480864"
Kenya,"2427.554","0.29949688110701","3083.947","0.274068546396852","6197.23","0.380948230214755","5823.196","0.248363862691949","10417.947","0.335350781019139","8562.445","0.242225672889561","12174.44","0.3018831955604","13457.89","0.32491320487705","12515.471","0.29418417770378","13300.209","0.304402197694402"
Kiribati,"","","22.002","0.429886090541412","29.336","0.494371418941692","22.002","0.303848862741849","33.003","0.391003009264744","62.339","0.675183311852181","62.339","0.607308471670174","62.339","0.595622097800539","62.339","0.584683924216845","62.339","0.574320091391509"
"Korea, Dem. People’s Rep.","","","","","","","","","69661.999","3.04997084528703","75573.203","3.17356799915879","66600.054","2.71831340952713","48133.042","1.95413667593412","49112.131","1.98325852722771","50091.22","2.0120426394834"
