ID,Name,TYPE IRIS,POP 2013,POP homme,POP femme,POP_inf19a,POP_20_64a,POP_sup65a,% homme,% femme,% inf19a,% 20_64a,% sup65a
940160101,CENTRE VILLE,H,5 005,2 353,2 652,1 303,3 083,619,"47,01","52,99","26,03","61,60","12,37"
940160111,GRANGE-ORY LUMIERES,H,2 685,1 492,1 193,534,1 858,293,"55,57","44,43","19,89","69,20","10,91"
940160107,LA PLAINE 2,H,2 837,1 328,1 510,763,1 622,452,"46,81","53,23","26,89","57,17","15,93"
940160104,CENTRE VILLE,H,2 887,1 390,1 497,768,1 797,322,"48,15","51,85","26,60","62,24","11,15"
940171103,MORDACS 3,H,2 335,1 148,1 187,848,1 265,222,"49,16","50,84","36,32","54,18","9,51"
940171301,COEUILLY 1,H,2 671,1 301,1 371,656,1 534,481,"48,71","51,33","24,56","57,43","18,01"
940171002,COTEAUX 2,H,2 246,1 057,1 189,659,1 342,245,"47,06","52,94","29,34","59,75","10,91"
940170601,REPUBLIQUE,H,3 351,1 709,1 642,806,2 138,407,"51,00","49,00","24,05","63,80","12,15"
940170901,PLATEAU,H,2 857,1 365,1 492,865,1 755,237,"47,78","52,22","30,28","61,43","8,30"
940170102,TREMBLAY 2,H,1 588,805,784,420,999,170,"50,69","49,37","26,45","62,91","10,71"
940171302,COEUILLY 2,H,2 533,1 241,1 292,658,1 482,392,"48,99","51,01","25,98","58,51","15,48"
940171303,COEUILLY 3,H,2 178,1 095,1 083,558,1 309,311,"50,28","49,72","25,62","60,10","14,28"
940171203,BOIS L'ABBE 3,H,1 406,648,758,553,758,96,"46,09","53,91","39,33","53,91","6,83"
940170402,MAROC 2,H,2 626,1 249,1 378,743,1 637,247,"47,56","52,48","28,29","62,34","9,41"
940171001,COTEAUX 1,H,1 900,903,997,445,1 090,366,"47,53","52,47","23,42","57,37","19,26"
940170702,QUATRE CITES 2,H,1 846,874,972,530,1 131,185,"47,35","52,65","28,71","61,27","10,02"
940170502,CENTRE 2,H,2 687,1 288,1 399,717,1 601,369,"47,93","52,07","26,68","59,58","13,73"
940170704,QUATRE CITES 4,H,1 881,858,1 023,500,1 127,254,"45,61","54,39","26,58","59,91","13,50"
940170101,TREMBLAY 1,H,2 172,1 023,1 149,578,1 299,296,"47,10","52,90","26,61","59,81","13,63"
940170203,PLANT 3,H,2 854,1 400,1 454,852,1 647,355,"49,05","50,95","29,85","57,71","12,44"
940171304,COEUILLY 4,H,2 372,1 171,1 200,553,1 371,447,"49,37","50,59","23,31","57,80","18,84"
940170401,MAROC 1,H,2 468,1 215,1 253,709,1 430,330,"49,23","50,77","28,73","57,94","13,37"
940171101,MORDACS 1,H,1 684,976,707,471,997,216,"57,96","41,98","27,97","59,20","12,83"
940170301,REMISE SAINT-MAUR 1,H,2 669,1 262,1 407,722,1 571,376,"47,28","52,72","27,05","58,86","14,09"
940171202,BOIS L'ABBE 2,H,2 013,970,1 043,669,1 123,221,"48,19","51,81","33,23","55,79","10,98"
940170201,PLANT 1,H,2 227,1 100,1 127,543,1 332,352,"49,39","50,61","24,38","59,81","15,81"
940170701,QUATRE CITES 1,H,2 080,946,1 134,629,1 188,263,"45,48","54,52","30,24","57,12","12,64"
940171401,PERROQUETS,H,1 897,855,1 042,569,1 083,244,"45,07","54,93","29,99","57,09","12,86"
940170202,PLANT 2,H,3 402,1 564,1 839,998,1 936,469,"45,97","54,06","29,34","56,91","13,79"
940170703,QUATRE CITES 3,H,1 478,743,735,380,901,197,"50,27","49,73","25,71","60,96","13,33"
940171204,BOIS L'ABBE 4,H,1 852,940,912,676,1 043,133,"50,76","49,24","36,50","56,32","7,18"
940170801,ZONE INDUSTRIELLE,A,1 750,963,786,416,1 063,271,"55,03","44,91","23,77","60,74","15,49"
940170302,REMISE SAINT-MAUR 2,H,2 628,1 228,1 400,676,1 577,375,"46,73","53,27","25,72","60,01","14,27"
940171102,MORDACS 2,H,2 061,998,1 062,669,1 176,216,"48,42","51,53","32,46","57,06","10,48"
940170501,CENTRE 1,H,3 132,1 494,1 638,893,1 869,370,"47,70","52,30","28,51","59,67","11,81"
940171201,BOIS L'ABBE 1,H,2 521,1 208,1 314,864,1 445,212,"47,92","52,12","34,27","57,32","8,41"
940170103,TREMBLAY 3,H,2 594,1 262,1 332,684,1 500,410,"48,65","51,35","26,37","57,83","15,81"
940180104,FRANGES DU BOIS DE VINCENNES,H,2 352,1 076,1 275,499,1 425,428,"45,75","54,21","21,22","60,59","18,20"
940180103,PLATEAU,H,2 061,1 027,1 033,471,1 249,341,"49,83","50,12","22,85","60,60","16,55"
940180102,GABRIELLE LECLERC,H,2 740,1 273,1 468,640,1 664,436,"46,46","53,58","23,36","60,73","15,91"
940180106,BORDEAUX VICTOR HUGO,H,1 975,908,1 067,449,1 114,412,"45,97","54,03","22,73","56,41","20,86"
940180109,BERCY,H,3 906,1 913,1 993,1 072,2 508,325,"48,98","51,02","27,44","64,21","8,32"
940180107,CARRIERES,H,2 166,981,1 185,579,1 252,335,"45,29","54,71","26,73","57,80","15,47"
940180101,CENTRE VILLE,H,3 974,1 761,2 213,1 000,2 419,556,"44,31","55,69","25,16","60,87","13,99"
940180105,CONFLANS,H,2 211,982,1 230,481,1 356,374,"44,41","55,63","21,75","61,33","16,92"
940180110,VALMY,H,3 687,1 830,1 858,926,2 377,384,"49,63","50,39","25,12","64,47","10,41"
940180108,ARCHEVECHE,H,5 336,2 483,2 853,1 421,3 416,499,"46,53","53,47","26,63","64,02","9,35"
940190108,HAUTS DE CHENNEVIERES PINCE VENT,H,2 822,1 291,1 531,856,1 671,294,"45,75","54,25","30,33","59,21","10,42"
940190103,COTEAUX,H,2 207,1 059,1 148,514,1 230,463,"47,98","52,02","23,29","55,73","20,98"
940190105,PARIS CHENNEVIERES,H,2 024,985,1 039,406,1 195,423,"48,67","51,33","20,06","59,04","20,90"
940190101,LE MOULIN,H,2 019,920,1 099,422,1 139,458,"45,57","54,43","20,90","56,41","22,68"
940190107,BOIS L'ABBE 2 PLAINE DES BORDES,H,2 852,1 408,1 444,1 029,1 620,204,"49,37","50,63","36,08","56,80","7,15"
940190102,CENTRE VILLE CHATEAU,H,1 966,904,1 062,480,1 256,230,"45,98","54,02","24,42","63,89","11,70"
940190104,LE FORT LA MAILLARDE,H,2 599,1 286,1 312,681,1 448,470,"49,48","50,48","26,20","55,71","18,08"
940190106,BOIS L'ABBE 1,H,1 646,785,861,478,993,175,"47,69","52,31","29,04","60,33","10,63"
940210108,SAUSSAIE,H,3 351,1 514,1 838,1 013,1 878,460,"45,18","54,85","30,23","56,04","13,73"
940210107,SORBIERS,H,2 156,947,1 209,580,1 297,279,"43,92","56,08","26,90","60,16","12,94"
940210106,CENTRE,H,3 095,1 571,1 523,846,1 739,510,"50,76","49,21","27,33","56,19","16,48"
940210105,BRETAGNE 2,H,2 924,1 447,1 477,639,1 863,422,"49,49","50,51","21,85","63,71","14,43"
940210102,LARUE 1,H,1 848,852,996,340,1 200,308,"46,10","53,90","18,40","64,94","16,67"
940210101,MARCHE D'INTERET NATIONAL PARIS RUNGIS,A,0,0,0,0,0,0,,,,,
940210104,BRETAGNE 1,H,1 426,900,526,278,950,198,"63,11","36,89","19,50","66,62","13,88"
940210109,LA GUINET,H,2 141,1 003,1 138,638,1 438,65,"46,85","53,15","29,80","67,16","3,04"
940210103,LARUE 2,H,1 953,940,1 012,433,1 175,346,"48,13","51,82","22,17","60,16","17,72"
940220203,GONDOLES SUD II,H,2 363,1 216,1 147,609,1 568,185,"51,46","48,54","25,77","66,36","7,83"
940220202,GONDOLES SUD I,H,2 665,1 246,1 419,819,1 537,309,"46,75","53,25","30,73","57,67","11,59"
940220205,GONDOLES NORD II,H,2 620,1 280,1 339,840,1 626,153,"48,85","51,11","32,06","62,06","5,84"
940220104,PARC PRAIRIE I,H,4 911,2 382,2 529,1 354,3 073,484,"48,50","51,50","27,57","62,57","9,86"
940220107,HAUTES BORNES NAVIGATEURS I,H,3 022,1 536,1 487,947,1 748,327,"50,83","49,21","31,34","57,84","10,82"
940220102,CENTRE I,H,1 661,776,885,503,964,193,"46,72","53,28","30,28","58,04","11,62"
940220103,CENTRE OUEST,H,4 103,1 913,2 190,915,2 411,777,"46,62","53,38","22,30","58,76","18,94"
940220108,CENTRE II,H,3 215,1 496,1 719,1 004,1 937,273,"46,53","53,47","31,23","60,25","8,49"
940220106,PARC PRAIRIE II,H,2 602,1 271,1 331,639,1 600,363,"48,85","51,15","24,56","61,49","13,95"
940220201,GONDOLES NORD I,H,2 161,1 091,1 070,600,1 293,268,"50,49","49,51","27,76","59,83","12,40"
940220105,CENTRE SUD,H,1 803,867,936,479,1 110,214,"48,09","51,91","26,57","61,56","11,87"
940220204,GONDOLES SUD III,H,2 115,1 073,1 042,487,1 291,337,"50,73","49,27","23,03","61,04","15,93"
940220206,GONDOLES NORD III,H,3 525,1 708,1 816,826,2 233,465,"48,45","51,52","23,43","63,35","13,19"
940220101,CHOISY NORD,H,6 004,2 904,3 100,1 631,3 859,513,"48,37","51,63","27,17","64,27","8,54"
940280307,LES MECHES,H,2 477,1 137,1 340,683,1 412,382,"45,90","54,10","27,57","57,00","15,42"
940280407,ARCOS,H,3 366,1 595,1 771,941,1 881,545,"47,39","52,61","27,96","55,88","16,19"
940280302,LES BLEUETS,H,2 049,967,1 082,549,1 328,172,"47,19","52,81","26,79","64,81","8,39"
940280104,ILE SAINTE-CATHERINE,H,3 022,1 418,1 604,744,1 885,393,"46,92","53,08","24,62","62,38","13,00"
940280306,HENRI MONDOR_CHAMPEVAL,H,3 044,1 418,1 626,677,1 855,512,"46,58","53,42","22,24","60,94","16,82"
940280304,CIMETIERE,H,1 818,842,976,488,1 096,234,"46,31","53,69","26,84","60,29","12,87"
940280405,COTE D'OR_COTEAUX DU SUD_SARRASINS,H,6 782,3 118,3 664,2 234,4 175,373,"45,97","54,03","32,94","61,56","5,50"
940280208,MONTAIGUT_UNIVERSITE,H,3 101,1 438,1 662,722,1 785,594,"46,37","53,60","23,28","57,56","19,16"
940280406,LA HABETTE,H,2 122,992,1 131,730,1 220,173,"46,75","53,30","34,40","57,49","8,15"
940280401,CARDINAUD,H,2 123,1 025,1 098,638,1 219,266,"48,28","51,72","30,05","57,42","12,53"
940280408,SAINT_EXUPERY,H,3 960,1 762,2 198,883,2 422,654,"44,49","55,51","22,30","61,16","16,52"
940280101,BORDS DE MARNE,H,1 997,975,1 022,458,1 103,435,"48,82","51,18","22,93","55,23","21,78"
940280305,PLAISANCE_LES TILLEULS,H,3 539,1 671,1 867,816,2 136,587,"47,22","52,76","23,06","60,36","16,59"
940280201,LA BRECHE,H,2 067,986,1 082,531,1 214,322,"47,70","52,35","25,69","58,73","15,58"
940280202,LA CROIX DES MECHES,H,1 782,794,988,492,1 005,285,"44,56","55,44","27,61","56,40","15,99"
940280212,POMPADOUR_GRAND MARAIS,H,808,569,239,176,558,74,"70,42","29,58","21,78","69,06","9,16"
940280207,L'ECHAT,H,2 966,1 399,1 567,781,1 963,223,"47,17","52,83","26,33","66,18","7,52"
940280403,ABBAYE,H,3 965,1 799,2 166,1 392,2 182,391,"45,37","54,63","35,11","55,03","9,86"
940280209,LEVRIERE_HAYE AUX MOINES,H,3 215,1 446,1 769,790,1 993,432,"44,98","55,02","24,57","61,99","13,44"
940280402,CASALIS,H,2 041,973,1 068,677,1 187,177,"47,67","52,33","33,17","58,16","8,67"
940280206,PORT_SOURCE,H,6 987,3 317,3 670,2 303,4 275,409,"47,47","52,53","32,96","61,19","5,85"
940280303,VIET,H,1 996,938,1 059,526,1 270,201,"46,99","53,06","26,35","63,63","10,07"
940280102,EGLISE,H,2 295,1 055,1 239,500,1 423,372,"45,97","53,99","21,79","62,00","16,21"
940280404,PLUMERETTE,H,1 687,806,881,486,1 011,190,"47,78","52,22","28,81","59,93","11,26"
940280211,PALAIS_CH. PEGUY,H,2 290,1 048,1 242,804,1 276,210,"45,76","54,24","35,11","55,72","9,17"
940280103,REPUBLIQUE,H,2 800,1 255,1 545,615,1 667,518,"44,82","55,18","21,96","59,54","18,50"
940280205,L'ORMETTEAU,H,2 541,1 221,1 319,813,1 497,231,"48,05","51,91","32,00","58,91","9,09"
940280210,PALAIS_GRAND PAVOIS,H,2 863,1 361,1 502,935,1 668,259,"47,54","52,46","32,66","58,26","9,05"
940280215,LE LAC ETENDU,H,4 678,2 266,2 412,1 451,2 876,352,"48,44","51,56","31,02","61,48","7,52"
940280204,HOTEL DE VILLE,H,2 252,1 086,1 166,464,1 338,449,"48,22","51,78","20,60","59,41","19,94"
940280301,LE HALAGE,H,3 356,1 647,1 709,759,2 034,563,"49,08","50,92","22,62","60,61","16,78"
940330101,PARAPLUIES 1,H,1 783,837,945,328,1 041,414,"46,94","53,00","18,40","58,38","23,22"
940330116,LE VILLAGE 3,H,2 484,1 204,1 279,613,1 558,314,"48,47","51,49","24,68","62,72","12,64"
940330115,LE VILLAGE 2,H,2 664,1 174,1 491,511,1 642,511,"44,07","55,97","19,18","61,64","19,18"
940330111,BOIS CADET 2,H,2 682,1 418,1 264,809,1 600,274,"52,87","47,13","30,16","59,66","10,22"
940330103,PLATEAU,H,3 585,1 760,1 825,1 025,2 083,477,"49,09","50,91","28,59","58,10","13,31"
940330112,BOIS CADET 3,H,1 954,981,972,455,1 119,380,"50,20","49,74","23,29","57,27","19,45"
940330120,PASTEUR,H,2 871,1 344,1 527,667,1 864,340,"46,81","53,19","23,23","64,93","11,84"
940330106,LES LARRIS 1,H,2 789,1 268,1 521,761,1 642,386,"45,46","54,54","27,29","58,87","13,84"
940330107,LES LARRIS 2,H,2 721,1 259,1 461,850,1 550,320,"46,27","53,69","31,24","56,96","11,76"
940330113,MICHELET,H,3 276,1 591,1 685,1 053,1 846,377,"48,57","51,43","32,14","56,35","11,51"
940330109,LES ALOUETTES,H,1 905,901,1 004,620,1 160,126,"47,30","52,70","32,55","60,89","6,61"
940330117,LE VILLAGE 4,H,2 629,1 307,1 322,656,1 610,363,"49,71","50,29","24,95","61,24","13,81"
940330102,PARAPLUIES 2,H,2 505,1 252,1 253,689,1 546,270,"49,98","50,02","27,50","61,72","10,78"
940330108,LES LARRIS 3,H,2 343,1 082,1 260,585,1 409,349,"46,18","53,78","24,97","60,14","14,90"
940330118,ROUBLOT 1,H,2 368,1 159,1 209,503,1 566,298,"48,94","51,06","21,24","66,13","12,58"
940330114,LE VILLAGE 1,H,2 447,1 238,1 208,742,1 378,326,"50,59","49,37","30,32","56,31","13,32"
940330110,BOIS CADET 1,H,1 807,800,1 007,523,1 104,180,"44,27","55,73","28,94","61,10","9,96"
940330121,BOIS,H,2 854,1 380,1 475,523,1 601,730,"48,35","51,68","18,33","56,10","25,58"
940330104,VICTOR HUGO,H,2 022,1 020,1 002,561,1 227,235,"50,45","49,55","27,74","60,68","11,62"
940330105,JEAN ZAY,H,2 932,1 371,1 561,864,1 786,281,"46,76","53,24","29,47","60,91","9,58"
940330119,ROUBLOT 2,H,2 504,1 220,1 284,669,1 552,283,"48,72","51,28","26,72","61,98","11,30"
940340106,PEUPLERAIE,H,2 527,1 187,1 340,587,1 570,370,"46,97","53,03","23,23","62,13","14,64"
940340112,DOMAINE PENITENTIAIRE,H,3 697,2 915,782,470,3 183,44,"78,85","21,15","12,71","86,10","1,19"
940340105,FLEURS-PASTEUR,H,2 451,1 179,1 272,589,1 422,441,"48,10","51,90","24,03","58,02","17,99"
940340104,DAIX-THIBAUDES,H,3 516,1 605,1 911,1 013,2 055,449,"45,65","54,35","28,81","58,45","12,77"
940340108,VALLEE AUX RENARDS,H,2 730,1 280,1 449,842,1 598,290,"46,89","53,08","30,84","58,53","10,62"
940340107,FOSSE AUX LOUPS,H,2 889,1 376,1 513,746,1 762,381,"47,63","52,37","25,82","60,99","13,19"
940340103,CENTRE VILLE,H,2 761,1 292,1 469,694,1 652,415,"46,79","53,21","25,14","59,83","15,03"
940340101,CERISAIE-MEDICIS,A,15,10,5,5,10,0,"66,67","33,33","33,33","66,67","0,00"
940340102,SABLONNIERE,H,2 927,1 256,1 671,794,1 674,459,"42,91","57,09","27,13","57,19","15,68"
940340109,BERGONIE-FRERES LUMIERE,H,3 132,1 618,1 514,825,2 017,290,"51,66","48,34","26,34","64,40","9,26"
940370102,CENTRE VILLE 2,H,1 855,876,979,378,1 181,295,"47,22","52,78","20,38","63,67","15,90"
940370107,REINE BLANCHE 1,H,1 821,922,899,507,1 081,233,"50,63","49,37","27,84","59,36","12,80"
940370105,PLATEAU 2,H,2 172,1 086,1 086,418,1 514,240,"50,00","50,00","19,24","69,71","11,05"
940370104,PLATEAU 1,H,2 332,1 199,1 133,400,1 628,304,"51,42","48,58","17,15","69,81","13,04"
940370101,CENTRE VILLE 1,H,1 846,771,1 076,423,1 088,336,"41,77","58,29","22,91","58,94","18,20"
940370108,REINE BLANCHE 2,H,2 274,1 143,1 131,636,1 414,224,"50,26","49,74","27,97","62,18","9,85"
940370106,CHAPERON VERT,H,1 919,899,1 021,545,1 178,196,"46,85","53,20","28,40","61,39","10,21"
940370103,VICTOR HUGO,H,2 207,982,1 225,600,1 312,295,"44,49","55,51","27,19","59,45","13,37"
940380105,PETIT ROBINSON 2,H,2 647,1 206,1 441,538,1 432,677,"45,56","54,44","20,32","54,10","25,58"
940380108,CENTRE 3,H,2 380,1 137,1 243,563,1 258,559,"47,77","52,23","23,66","52,86","23,49"
940380109,JARDIN PARISIEN 1,H,2 206,1 082,1 124,483,1 425,297,"49,05","50,95","21,89","64,60","13,46"
940380103,LES BLONDEAUX 2,H,2 611,1 249,1 362,666,1 480,464,"47,84","52,16","25,51","56,68","17,77"
940380110,JARDIN PARISIEN 2,H,2 596,1 253,1 344,784,1 425,387,"48,27","51,77","30,20","54,89","14,91"
940380112,LALLIER P. HOCHART 2,H,2 718,1 497,1 221,726,1 652,340,"55,08","44,92","26,71","60,78","12,51"
940380106,CENTRE 1,H,3 471,1 647,1 824,830,2 015,626,"47,45","52,55","23,91","58,05","18,04"
940380113,LA VALLEE AUX RENARDS,H,3 163,1 468,1 695,947,1 717,499,"46,41","53,59","29,94","54,28","15,78"
940380107,CENTRE 2,H,2 497,1 241,1 256,650,1 568,279,"49,70","50,30","26,03","62,80","11,17"
940380111,LALLIER P. HOCHART 1,H,2 578,1 261,1 317,784,1 573,221,"48,91","51,09","30,41","61,02","8,57"
940380102,LES BLONDEAUX 1,H,1 743,883,860,444,932,367,"50,66","49,34","25,47","53,47","21,06"
940380104,PETIT ROBINSON 1,H,2 591,1 247,1 344,615,1 518,458,"48,13","51,87","23,74","58,59","17,68"
940410206,PLATEAU NORD,H,2 538,1 324,1 214,472,1 652,415,"52,17","47,83","18,60","65,09","16,35"
940410202,PETIT IVRY NORD,H,2 895,1 411,1 484,675,1 845,375,"48,74","51,26","23,32","63,73","12,95"
940410301,IVRY PORT NORD,H,4 664,2 593,2 072,1 154,3 201,309,"55,60","44,43","24,74","68,63","6,63"
940410104,FORT,H,1 497,747,749,357,922,218,"49,90","50,03","23,85","61,59","14,56"
940410208,DANTON OUEST,H,2 320,1 083,1 237,495,1 434,391,"46,68","53,32","21,34","61,81","16,85"
940410101,PLATEAU SUD,H,2 813,1 462,1 351,785,1 737,291,"51,97","48,03","27,91","61,75","10,34"
940410304,IVRY PORT SUD,H,2 483,1 243,1 240,537,1 809,137,"50,06","49,94","21,63","72,86","5,52"
940410204,CITE PIERRE ET MARIE CURIE,H,1 957,908,1 048,460,1 133,364,"46,40","53,55","23,51","57,89","18,60"
940410107,GAGARINE,H,2 208,1 099,1 109,489,1 352,366,"49,77","50,23","22,15","61,23","16,58"
940410211,DANTON EST,H,2 524,1 273,1 251,525,1 640,359,"50,44","49,56","20,80","64,98","14,22"
940410302,IVRY PORT CENTRE,H,3 283,1 731,1 552,763,2 211,308,"52,73","47,27","23,24","67,35","9,38"
940410103,CENTRE VILLE OUEST,H,3 058,1 338,1 719,739,1 855,464,"43,75","56,21","24,17","60,66","15,17"
940410105,CENTRE VILLE SUD,H,2 480,1 212,1 268,731,1 539,210,"48,87","51,13","29,48","62,06","8,47"
940410110,CENTRE VILLE EST,H,1 600,688,911,413,948,239,"43,00","56,94","25,81","59,25","14,94"
940410203,PETIT IVRY SUD,H,3 934,1 911,2 023,880,2 527,526,"48,58","51,42","22,37","64,23","13,37"
940410108,CENTRE VILLE NORD,H,2 410,1 118,1 293,661,1 402,347,"46,39","53,65","27,43","58,17","14,40"
940410102,MONMOUSSEAU,H,2 202,1 012,1 190,550,1 339,312,"45,96","54,04","24,98","60,81","14,17"
940410205,HOCHE_LE GALLEU,H,1 948,963,985,377,1 314,257,"49,44","50,56","19,35","67,45","13,19"
940410109,PARMENTIER SUD,H,2 021,826,1 195,454,1 060,508,"40,87","59,13","22,46","52,45","25,14"
940410201,VEROLLOT,H,3 938,1 918,2 020,1 064,2 613,260,"48,70","51,30","27,02","66,35","6,60"
940410207,MIRABEAU,H,2 771,1 490,1 281,541,2 005,225,"53,77","46,23","19,52","72,36","8,12"
940410106,PARMENTIER NORD,H,3 392,1 648,1 744,687,2 111,594,"48,58","51,42","20,25","62,23","17,51"
940420106,PERI,H,3 653,1 806,1 847,904,2 268,482,"49,44","50,56","24,75","62,09","13,19"
940420105,MOUTIER,H,1 972,1 024,948,488,1 214,270,"51,93","48,07","24,75","61,56","13,69"
940420102,JAURES,H,1 901,919,981,387,1 113,400,"48,34","51,60","20,36","58,55","21,04"
940420103,VAUTIER,H,2 184,988,1 196,612,1 217,355,"45,24","54,76","28,02","55,72","16,25"
940420101,PLATANES,H,2 441,1 128,1 313,453,1 447,542,"46,21","53,79","18,56","59,28","22,20"
940420107,OUGINOT,H,1 983,966,1 016,497,1 161,325,"48,71","51,24","25,06","58,55","16,39"
940420108,MOCQUET,H,2 133,1 091,1 042,536,1 237,361,"51,15","48,85","25,13","57,99","16,92"
940420104,LECLERC,H,1 857,852,1 005,439,1 078,339,"45,88","54,12","23,64","58,05","18,26"
940430105,BARNUFLES,H,2 833,1 344,1 490,771,1 749,313,"47,44","52,59","27,21","61,74","11,05"
940430108,LES PERICHETS,H,2 321,1 171,1 150,454,1 568,299,"50,45","49,55","19,56","67,56","12,88"
940430107,HAUTS FOSSES ESSLIERES SORIERES,H,3 399,1 692,1 707,1 107,2 181,111,"49,78","50,22","32,57","64,17","3,27"
940430104,LES COQUETTES,H,3 377,1 500,1 877,713,2 059,605,"44,42","55,58","21,11","60,97","17,92"
940430102,LES SABLONS,H,3 131,1 522,1 609,812,2 012,307,"48,61","51,39","25,93","64,26","9,81"
940430101,LES PLANTES,H,2 421,1 192,1 228,539,1 741,141,"49,24","50,72","22,26","71,91","5,82"
940430109,PETITS JARDINS BAS DE BICETRE,H,2 708,1 323,1 384,579,1 919,210,"48,86","51,11","21,38","70,86","7,75"
940430103,KREMLIN SAINT-GERMAIN,H,3 483,1 697,1 786,665,2 313,506,"48,72","51,28","19,09","66,41","14,53"
940430106,LES CLOSEAUX LES MARTINETS,H,2 190,1 019,1 170,593,1 284,312,"46,53","53,42","27,08","58,63","14,25"
940440102,LES NEUFS SAULETS,H,4 653,2 269,2 384,1 218,3 002,432,"48,76","51,24","26,18","64,52","9,28"
940440104,CENTRE VILLE,H,3 884,1 697,2 188,866,1 860,1 158,"43,69","56,33","22,30","47,89","29,81"
940440106,LES CANDIES,H,2 753,1 306,1 447,941,1 583,228,"47,44","52,56","34,18","57,50","8,28"
940440105,LES ORCHIDEES,H,3 900,1 814,2 086,1 031,2 474,395,"46,51","53,49","26,44","63,44","10,13"
940440107,LES GRANDS CHAMPS,H,2 146,1 007,1 139,565,1 447,133,"46,92","53,08","26,33","67,43","6,20"
940440101,LES VARENNES,H,3 454,1 715,1 738,1 101,1 973,380,"49,65","50,32","31,88","57,12","11,00"
940440103,SAINT-MARTIN,H,2 027,1 009,1 018,769,1 063,194,"49,78","50,22","37,94","52,44","9,57"
940460107,CENTRE_VERT DE MAISON 7,H,1 781,848,933,349,1 048,384,"47,61","52,39","19,60","58,84","21,56"
940460303,CHARENTONNEAU 3,H,1 894,923,971,404,1 110,380,"48,73","51,27","21,33","58,61","20,06"
940460403,PLANETES 3,H,1 970,945,1 025,458,1 183,329,"47,97","52,03","23,25","60,05","16,70"
940460304,CHARENTONNEAU 4,H,2 180,1 103,1 077,433,1 298,449,"50,60","49,40","19,86","59,54","20,60"
940460105,CENTRE_VERT DE MAISON 5,H,2 468,1 134,1 334,572,1 537,358,"45,95","54,05","23,18","62,28","14,51"
940460401,PLANETES 1,H,1 796,880,916,391,1 014,391,"49,00","51,00","21,77","56,46","21,77"
940460108,CENTRE_VERT DE MAISON 8,H,3 550,1 706,1 844,884,2 152,515,"48,06","51,94","24,90","60,62","14,51"
940460106,CENTRE_VERT DE MAISON 6,H,2 261,1 091,1 171,618,1 393,250,"48,25","51,79","27,33","61,61","11,06"
940460301,CHARENTONNEAU 1,H,2 547,1 192,1 356,516,1 542,489,"46,80","53,24","20,26","60,54","19,20"
940460103,CENTRE_VERT DE MAISON 3,H,1 948,891,1 058,375,1 205,368,"45,74","54,31","19,25","61,86","18,89"
940460202,ALFORT 2,H,2 214,1 232,982,602,1 611,1,"55,65","44,35","27,19","72,76","0,05"
940460101,CENTRE_VERT DE MAISON 1,H,1 942,932,1 010,417,1 201,324,"47,99","52,01","21,47","61,84","16,68"
940460111,CENTRE_VERT DE MAISON 11,H,2 259,969,1 290,493,1 317,449,"42,90","57,10","21,82","58,30","19,88"
940460204,ALFORT 4,H,2 133,985,1 148,390,1 366,377,"46,18","53,82","18,28","64,04","17,67"
940460109,CENTRE_VERT DE MAISON 9,H,2 424,1 164,1 261,553,1 511,360,"48,02","52,02","22,81","62,33","14,85"
940460402,PLANETES 2,H,2 512,1 171,1 342,655,1 483,374,"46,62","53,42","26,07","59,04","14,89"
940460203,ALFORT 3,H,1 910,903,1 007,383,1 201,326,"47,28","52,72","20,05","62,88","17,07"
940460104,CENTRE_VERT DE MAISON 4,H,2 297,1 008,1 289,514,1 474,309,"43,88","56,12","22,38","64,17","13,45"
940460201,ALFORT 1,H,5 062,2 245,2 817,1 051,3 517,494,"44,35","55,65","20,76","69,48","9,76"
940460110,CENTRE_VERT DE MAISON 10,H,2 300,1 129,1 172,529,1 471,301,"49,09","50,96","23,00","63,96","13,09"
940460302,CHARENTONNEAU 2,H,2 060,936,1 124,492,1 180,388,"45,44","54,56","23,88","57,28","18,83"
940460102,CENTRE_VERT DE MAISON 2,H,1 773,820,953,292,1 181,300,"46,25","53,75","16,47","66,61","16,92"
940460205,ALFORT 5,H,3 186,1 464,1 723,643,1 977,566,"45,95","54,08","20,18","62,05","17,77"
940480102,VIEUX VILLAGE-MURS DU PARC,H,2 319,1 131,1 188,667,1 357,295,"48,77","51,23","28,76","58,52","12,72"
940480101,BOIS DE NOTRE DAME,A,9,6,3,4,5,0,"66,67","33,33","44,44","55,56","0,00"
940480103,LA BUTTE DU BERGER,H,2 478,1 233,1 245,654,1 611,213,"49,76","50,24","26,39","65,01","8,60"
940520102,BOULEVARD DE STRASBOURG,H,3 027,1 362,1 665,796,1 798,432,"45,00","55,00","26,30","59,40","14,27"
940520103,COULMIERS,H,2 849,1 325,1 524,664,1 727,459,"46,51","53,49","23,31","60,62","16,11"
940520106,DAGOBERT ET MARIE CURIE,H,2 779,1 235,1 544,643,1 740,396,"44,44","55,56","23,14","62,61","14,25"
940520110,PLACE LECLERC,H,2 290,1 119,1 171,403,1 428,459,"48,86","51,14","17,60","62,36","20,04"
940520109,BOIS DE VINCENNES,H,2 229,1 046,1 183,400,1 314,515,"46,93","53,07","17,95","58,95","23,10"
940520107,LA SOUS-PREFECTURE,H,2 925,1 373,1 551,598,1 704,623,"46,94","53,03","20,44","58,26","21,30"
