ID,Name,TYPE IRIS,POP 2013,POP homme,POP femme,POP_inf19a,POP_20_64a,POP_sup65a,% homme,% femme,% inf19a,% 20_64a,% sup65a
920730102,CARNOT GAMBETTA 1,H,4 504,2 076,2 427,1 180,2 722,602,"46,09","53,89","26,20","60,44","13,37"
920730103,REPUBLIQUE 2,H,2 886,1 397,1 489,751,1 765,371,"48,41","51,59","26,02","61,16","12,86"
920750106,INSURRECTION,H,3 264,1 560,1 704,791,1 909,564,"47,79","52,21","24,23","58,49","17,28"
920750101,CLOS-MONTHOLON,H,2 001,1 014,988,503,1 267,232,"50,67","49,38","25,14","63,32","11,59"
920750104,CENTRE ANCIEN,H,3 771,1 833,1 938,921,2 311,538,"48,61","51,39","24,42","61,28","14,27"
920750108,BLEUZEN,H,2 418,1 064,1 354,490,1 416,512,"44,00","56,00","20,26","58,56","21,17"
920750107,PARC DES EXPOSITIONS,H,2 524,1 285,1 240,457,1 648,419,"50,91","49,13","18,11","65,29","16,60"
920750111,BRANCION,H,2 382,1 076,1 305,523,1 562,297,"45,17","54,79","21,96","65,58","12,47"
920750102,CHATILLON,H,2 110,1 003,1 107,589,1 383,138,"47,54","52,46","27,91","65,55","6,54"
920750109,LOUIS VICAT,H,2 114,985,1 129,560,1 273,281,"46,59","53,41","26,49","60,22","13,29"
920750105,IRIS NO 0105,H,2 794,1 265,1 529,759,1 625,410,"45,28","54,72","27,17","58,16","14,67"
920750103,ARISTIDE BRIAND,H,2 762,1 313,1 449,588,1 621,553,"47,54","52,46","21,29","58,69","20,02"
920750110,JEAN JAURES,H,2 028,970,1 058,493,1 244,291,"47,83","52,17","24,31","61,34","14,35"
920760103,JARDY_CENTRE VILLE,H,2 358,1 090,1 268,624,1 276,458,"46,23","53,77","26,46","54,11","19,42"
920760104,CHATEAU DE VAUCRESSON,H,2 713,1 339,1 375,712,1 515,486,"49,35","50,68","26,24","55,84","17,91"
920760102,PLATEAU DE CAZES,H,1 856,901,955,486,1 053,317,"48,55","51,45","26,19","56,73","17,08"
920760101,PLATEAU THERY_CENTRE ANCIEN,H,1 889,883,1 006,557,943,388,"46,74","53,26","29,49","49,92","20,54"
920770106,THIERRY-SAINT CLOUD,H,2 308,1 165,1 143,610,1 318,380,"50,48","49,52","26,43","57,11","16,46"
920770105,CENTRE-LA PRAIRIE,H,2 032,956,1 075,576,1 037,419,"47,05","52,90","28,35","51,03","20,62"
920770102,RUE DE VERSAILLES-MONASTERE,H,2 350,1 228,1 122,657,1 232,460,"52,26","47,74","27,96","52,43","19,57"
920770104,COTE D'ARGENT-DESVALLIERES-GAMBETTA,H,2 327,1 114,1 213,629,1 283,415,"47,87","52,13","27,03","55,14","17,83"
920770101,FORET DE FAUSSES REPOSES,D,0,0,0,0,0,0,,,,,
920770103,LA RONCE,H,2 250,1 152,1 098,774,1 277,199,"51,20","48,80","34,40","56,76","8,84"
920780102,J. MOULIN,H,2 798,1 302,1 496,770,1 713,316,"46,53","53,47","27,52","61,22","11,29"
920780108,E. MANET,H,1 553,648,906,491,882,180,"41,73","58,34","31,62","56,79","11,59"
920780105,ST-EXUPERY,H,3 693,1 789,1 905,1 273,2 101,320,"48,44","51,58","34,47","56,89","8,67"
920780101,C. DE GAULLE,H,1 792,808,984,624,1 002,166,"45,09","54,91","34,82","55,92","9,26"
920780110,A. MALRAUX,H,2 802,1 333,1 469,840,1 657,304,"47,57","52,43","29,98","59,14","10,85"
920780109,G. APPERT,H,1 769,841,928,560,987,222,"47,54","52,46","31,66","55,79","12,55"
920780106,JEAN JAURES,H,2 184,1 043,1 141,620,1 340,223,"47,76","52,24","28,39","61,36","10,21"
920780104,CHAILLON,H,2 318,1 126,1 192,737,1 340,240,"48,58","51,42","31,79","57,81","10,35"
920780103,A. SISLEY,H,4 039,1 907,2 132,1 179,2 384,476,"47,21","52,79","29,19","59,02","11,79"
920780107,BD GALLIENI,H,2 517,1 205,1 312,732,1 429,356,"47,87","52,13","29,08","56,77","14,14"
930010801,PARIFERIC,H,2 568,1 259,1 309,742,1 544,282,"49,03","50,97","28,89","60,12","10,98"
930011201,VICTOR HUGO,H,4 086,2 337,1 749,999,2 731,356,"57,20","42,80","24,45","66,84","8,71"
930011102,LANDY,H,3 349,1 966,1 383,900,2 259,190,"58,70","41,30","26,87","67,45","5,67"
930010802,VILLETTE,H,3 139,1 568,1 571,815,1 998,327,"49,95","50,05","25,96","63,65","10,42"
930010402,VALLES,H,2 848,1 441,1 406,779,1 704,365,"50,60","49,37","27,35","59,83","12,82"
930010503,PAUL BERT,H,3 745,2 155,1 590,1 010,2 380,356,"57,54","42,46","26,97","63,55","9,51"
930010202,MONTFORT,H,3 240,1 731,1 509,812,2 008,421,"53,43","46,57","25,06","61,98","12,99"
930010501,MELEZES,H,2 267,1 216,1 050,604,1 402,260,"53,64","46,32","26,64","61,84","11,47"
930010902,ROOSEVELT,H,3 657,1 956,1 701,1 005,2 311,341,"53,49","46,51","27,48","63,19","9,32"
930010601,FUSAINS,H,2 409,1 243,1 166,722,1 509,179,"51,60","48,40","29,97","62,64","7,43"
930011001,LENINE,A,2 341,1 227,1 113,568,1 655,118,"52,41","47,54","24,26","70,70","5,04"
930011202,ZONE INDUSTRIELLE,A,1 324,836,487,386,811,126,"63,14","36,78","29,15","61,25","9,52"
930010901,CENTRE VILLE,H,3 617,1 950,1 667,872,2 352,392,"53,91","46,09","24,11","65,03","10,84"
930010602,QUATRE-CHEMINS,H,3 364,1 965,1 400,823,2 346,196,"58,41","41,62","24,46","69,74","5,83"
930010502,PRESLES,H,3 105,1 514,1 591,930,1 942,234,"48,76","51,24","29,95","62,54","7,54"
930010304,MALADRERIE,H,1 679,807,872,680,885,114,"48,06","51,94","40,50","52,71","6,79"
930010603,CONDORCET,H,2 879,1 480,1 399,781,1 930,167,"51,41","48,59","27,13","67,04","5,80"
930011203,MAGASINS GENERAUX,A,681,408,273,163,469,49,"59,91","40,09","23,94","68,87","7,20"
930010303,LONG SENTIER,H,2 826,1 449,1 377,853,1 744,229,"51,27","48,73","30,18","61,71","8,10"
930010701,SADI CARNOT,H,3 296,1 785,1 511,752,2 175,369,"54,16","45,84","22,82","65,99","11,20"
930010201,PERI,H,2 295,1 164,1 131,598,1 431,266,"50,72","49,28","26,06","62,35","11,59"
930010401,LA FRETTE,H,3 973,1 845,2 129,1 335,2 149,490,"46,44","53,59","33,60","54,09","12,33"
930010301,GENDARMERIE,H,645,432,213,103,542,0,"66,98","33,02","15,97","84,03","0,00"
930010302,EMILE DUBOIS,H,3 779,1 791,1 989,1 119,2 173,488,"47,39","52,63","29,61","57,50","12,91"
930011002,FIRMIN GEMIER,H,2 077,1 044,1 033,463,1 323,291,"50,26","49,74","22,29","63,70","14,01"
930010903,MAIRIE,H,2 900,1 546,1 353,752,1 850,297,"53,31","46,66","25,93","63,79","10,24"
930010101,ROBESPIERRE,H,2 973,1 381,1 591,906,1 694,373,"46,45","53,51","30,47","56,98","12,55"
930011101,PRESSENSE,H,2 392,1 344,1 048,742,1 489,161,"56,19","43,81","31,02","62,25","6,73"
930050101,FONTAINE DES PRES 1,H,1 921,921,1 000,637,1 092,192,"47,94","52,06","33,16","56,85","9,99"
930050204,NORD 4,H,4 716,2 268,2 448,1 750,2 620,346,"48,09","51,91","37,11","55,56","7,34"
930050302,NONNEVILLE 2,H,1 920,878,1 042,389,1 126,404,"45,73","54,27","20,26","58,65","21,04"
930050203,NORD 3,H,2 046,1 054,992,672,1 110,264,"51,52","48,48","32,84","54,25","12,90"
930050301,NONNEVILLE 1,H,2 070,970,1 100,531,1 234,305,"46,86","53,14","25,65","59,61","14,73"
930050701,GROS SAULE 1,H,1 343,633,711,466,796,82,"47,13","52,94","34,70","59,27","6,11"
930050206,NORD 6,H,5 288,2 574,2 714,1 996,2 846,446,"48,68","51,32","37,75","53,82","8,43"
930050805,AMBOURGET 5,H,2 009,1 151,858,472,1 263,274,"57,29","42,71","23,49","62,87","13,64"
930050208,NORD 8,H,1 443,684,759,614,731,98,"47,40","52,60","42,55","50,66","6,79"
930050501,EMILE ZOLA 1,H,2 287,1 067,1 221,648,1 412,227,"46,66","53,39","28,33","61,74","9,93"
930050802,AMBOURGET 2,H,2 918,1 460,1 458,1 134,1 648,136,"50,03","49,97","38,86","56,48","4,66"
930050601,BOURG 1,H,2 339,1 125,1 214,710,1 323,307,"48,10","51,90","30,35","56,56","13,13"
930050804,AMBOURGET 4,H,2 083,1 020,1 064,845,1 060,178,"48,97","51,08","40,57","50,89","8,55"
930050901,ANATOLE FRANCE 1,H,2 171,1 093,1 078,597,1 304,271,"50,35","49,65","27,50","60,06","12,48"
930050503,EMILE ZOLA 3,H,2 134,1 030,1 104,540,1 242,352,"48,27","51,73","25,30","58,20","16,49"
930050502,EMILE ZOLA 2,H,2 067,996,1 071,491,1 234,341,"48,19","51,81","23,75","59,70","16,50"
930050401,PARC 1,H,2 804,1 347,1 457,552,1 746,506,"48,04","51,96","19,69","62,27","18,05"
930050402,PARC 2,H,2 518,1 250,1 267,681,1 469,368,"49,64","50,32","27,05","58,34","14,61"
930050903,ANATOLE FRANCE 3,H,2 650,1 287,1 364,645,1 597,408,"48,57","51,47","24,34","60,26","15,40"
930050102,FONTAINE DES PRES 2,H,2 083,1 052,1 031,614,1 161,307,"50,50","49,50","29,48","55,74","14,74"
930050202,NORD 2,H,2 702,1 272,1 431,983,1 506,213,"47,08","52,96","36,38","55,74","7,88"
930050604,BOURG 4,H,2 137,1 032,1 105,571,1 265,301,"48,29","51,71","26,72","59,20","14,09"
930050803,AMBOURGET 3,H,1 894,924,970,729,1 027,139,"48,79","51,21","38,49","54,22","7,34"
930050103,FONTAINE DES PRES 3,H,2 031,954,1 077,490,1 147,394,"46,97","53,03","24,13","56,47","19,40"
930050209,NORD 9,H,2 047,946,1 101,751,1 076,220,"46,21","53,79","36,69","52,56","10,75"
930050602,BOURG 2,H,2 448,1 175,1 273,702,1 351,395,"48,00","52,00","28,68","55,19","16,14"
930050207,NORD 7,H,1 576,954,622,390,974,213,"60,53","39,47","24,75","61,80","13,52"
930050403,PARC 3,H,2 420,1 166,1 254,676,1 466,278,"48,18","51,82","27,93","60,58","11,49"
930050304,NONNEVILLE 4,H,2 082,1 042,1 041,523,1 217,342,"50,05","50,00","25,12","58,45","16,43"
930050702,GROS SAULE 2,H,2 344,1 343,1 001,753,1 162,429,"57,30","42,70","32,12","49,57","18,30"
930050303,NONNEVILLE 3,H,1 890,923,967,480,1 140,270,"48,84","51,16","25,40","60,32","14,29"
930050902,ANATOLE FRANCE 2,H,2 533,1 217,1 316,564,1 525,444,"48,05","51,95","22,27","60,21","17,53"
930050603,BOURG 3,H,1 876,971,905,472,1 066,338,"51,76","48,24","25,16","56,82","18,02"
930050801,AMBOURGET 1,H,2 793,1 414,1 379,1 023,1 571,200,"50,63","49,37","36,63","56,25","7,16"
930050201,NORD 1,A,85,35,50,41,43,1,"41,18","58,82","48,24","50,59","1,18"
930050703,GROS SAULE 3,H,2 962,1 444,1 518,1 197,1 589,176,"48,75","51,25","40,41","53,65","5,94"
930060111,IRIS 11,H,2 051,1 017,1 034,546,1 406,100,"49,59","50,41","26,62","68,55","4,88"
930060114,IRIS 14,H,3 117,1 407,1 710,1 089,1 697,332,"45,14","54,86","34,94","54,44","10,65"
930060113,IRIS 13,H,1 937,933,1 004,560,1 024,353,"48,17","51,83","28,91","52,87","18,22"
930060110,IRIS 10,H,1 820,933,887,394,1 270,156,"51,26","48,74","21,65","69,78","8,57"
930060108,IRIS 8,H,2 248,1 053,1 195,495,1 524,228,"46,84","53,16","22,02","67,79","10,14"
930060103,IRIS 3,H,1 668,930,738,281,1 162,225,"55,76","44,24","16,85","69,66","13,49"
930060102,IRIS 2,H,2 322,1 098,1 224,605,1 396,320,"47,29","52,71","26,06","60,12","13,78"
930060105,IRIS 5,H,3 357,1 695,1 662,852,2 167,338,"50,49","49,51","25,38","64,55","10,07"
930060115,IRIS 15,H,2 641,1 226,1 416,927,1 500,214,"46,42","53,62","35,10","56,80","8,10"
930060116,IRIS 16,H,2 240,1 072,1 168,617,1 347,276,"47,86","52,14","27,54","60,13","12,32"
930060112,IRIS 12,H,2 349,1 085,1 263,605,1 432,312,"46,19","53,77","25,76","60,96","13,28"
930060101,IRIS 1,H,2 995,1 554,1 441,811,1 769,415,"51,89","48,11","27,08","59,07","13,86"
930060104,IRIS 4,H,2 185,1 099,1 086,723,1 305,158,"50,30","49,70","33,09","59,73","7,23"
930060109,IRIS 9,A,496,236,260,94,329,72,"47,58","52,42","18,95","66,33","14,52"
930060106,IRIS 6,H,2 341,1 134,1 207,597,1 468,276,"48,44","51,56","25,50","62,71","11,79"
930060107,IRIS 7,H,2 217,1 054,1 163,602,1 316,299,"47,54","52,46","27,15","59,36","13,49"
930070104,IRIS2,H,2 607,1 253,1 354,918,1 432,257,"48,06","51,94","35,21","54,93","9,86"
930070117,IRIS15,H,3 237,1 595,1 643,869,1 884,485,"49,27","50,76","26,85","58,20","14,98"
930070119,IRIS16,H,3 863,1 873,1 991,1 192,2 278,394,"48,49","51,54","30,86","58,97","10,20"
930070115,IRIS13,H,1 748,786,962,521,964,262,"44,97","55,03","29,81","55,15","14,99"
930070121,IRIS19,H,1 825,893,932,606,1 040,179,"48,93","51,07","33,21","56,99","9,81"
930070106,IRIS4,H,1 878,888,990,620,1 097,161,"47,28","52,72","33,01","58,41","8,57"
930070114,IRIS12,H,2 278,1 041,1 237,789,1 307,183,"45,70","54,30","34,64","57,37","8,03"
930070110,IRIS8,H,2 301,1 121,1 179,612,1 384,304,"48,72","51,24","26,60","60,15","13,21"
930070120,IRIS18,H,2 124,1 025,1 099,640,1 316,167,"48,26","51,74","30,13","61,96","7,86"
930070103,IRIS1,H,2 474,1 331,1 143,822,1 395,257,"53,80","46,20","33,23","56,39","10,39"
930070118,IRIS17,H,2 023,971,1 052,592,1 200,231,"48,00","52,00","29,26","59,32","11,42"
930070108,IRIS7,H,1 791,833,958,660,990,141,"46,51","53,49","36,85","55,28","7,87"
930070116,IRIS14,H,3 372,1 651,1 720,1 050,1 970,351,"48,96","51,01","31,14","58,42","10,41"
930070112,IRIS10,H,3 638,1 845,1 793,1 026,2 166,446,"50,71","49,29","28,20","59,54","12,26"
930070102,ZONE ACTIVITE MOLETTE,H,283,143,140,104,147,32,"50,53","49,47","36,75","51,94","11,31"
930070101,ZONE ACTIVITE COUDRAY PARIS NORD,A,54,30,24,22,32,1,"55,56","44,44","40,74","59,26","1,85"
930070113,IRIS11,H,3 638,1 781,1 857,1 099,2 090,448,"48,96","51,04","30,21","57,45","12,31"
930070105,IRIS3,H,3 978,1 987,1 991,1 044,2 362,573,"49,95","50,05","26,24","59,38","14,40"
930070107,IRIS5,H,3 842,1 846,1 995,1 473,2 163,206,"48,05","51,93","38,34","56,30","5,36"
930070111,IRIS9,H,3 690,1 714,1 976,1 067,2 112,510,"46,45","53,55","28,92","57,24","13,82"
930070109,IRIS6,H,2 154,1 011,1 142,788,1 175,190,"46,94","53,02","36,58","54,55","8,82"
930080119,LES VIGNES 4,H,2 462,1 171,1 292,772,1 538,153,"47,56","52,48","31,36","62,47","6,21"
930080117,BOURSE DU TRAVAIL 4,H,1 639,903,737,417,1 026,197,"55,09","44,97","25,44","62,60","12,02"
930080102,BOURSE DU TRAVAIL 1,H,3 688,1 810,1 878,1 099,2 149,440,"49,08","50,92","29,80","58,27","11,93"
930080111,PREFECTURE 1,H,2 069,1 012,1 057,653,1 227,188,"48,91","51,09","31,56","59,30","9,09"
930080116,BOURSE DU TRAVAIL 3,H,1 477,692,786,482,749,246,"46,85","53,22","32,63","50,71","16,66"
930080110,EDOUARD VAILLANT 5,H,3 330,1 683,1 648,957,2 041,332,"50,54","49,49","28,74","61,29","9,97"
930080101,LES VIGNES 1,H,3 719,1 924,1 794,1 063,2 336,319,"51,73","48,24","28,58","62,81","8,58"
930080113,PREFECTURE 3,H,2 744,1 362,1 382,894,1 617,233,"49,64","50,36","32,58","58,93","8,49"
930080109,EDOUARD VAILLANT 4,H,1 744,851,893,577,987,179,"48,80","51,20","33,08","56,59","10,26"
930080114,PREFECTURE 4,H,4 614,2 387,2 227,1 579,2 771,264,"51,73","48,27","34,22","60,06","5,72"
930080118,PREFECTURE 5,H,856,408,448,268,481,107,"47,66","52,34","31,31","56,19","12,50"
930080120,LES VIGNES 5,H,2 096,1 010,1 086,648,1 244,204,"48,19","51,81","30,92","59,35","9,73"
930080106,EDOUARD VAILLANT 1,H,3 625,1 823,1 802,1 124,2 247,254,"50,29","49,71","31,01","61,99","7,01"
930080115,BOURSE DU TRAVAIL 2,H,3 552,1 677,1 875,1 057,2 007,487,"47,21","52,79","29,76","56,50","13,71"
930080107,EDOUARD VAILLANT 2,H,2 645,1 368,1 277,784,1 453,408,"51,72","48,28","29,64","54,93","15,43"
930080112,PREFECTURE 2,H,3 862,1 911,1 951,1 210,2 260,391,"49,48","50,52","31,33","58,52","10,12"
930080103,LES VIGNES 2,H,1 929,920,1 009,657,1 119,152,"47,69","52,31","34,06","58,01","7,88"
930080104,LES VIGNES 3,H,2 043,972,1 071,545,1 312,187,"47,58","52,42","26,68","64,22","9,15"
930080108,EDOUARD VAILLANT 3,H,1 709,791,918,649,919,141,"46,28","53,72","37,98","53,77","8,25"
930100103,LES CONFINS D'AULNAY,H,2 251,1 057,1 194,798,1 286,167,"46,96","53,04","35,45","57,13","7,42"
930100108,LE PARC DU CHATEAU,A,30,18,12,8,14,8,"60,00","40,00","26,67","46,67","26,67"
930100403,LES FLECHES,H,1 993,902,1 091,583,1 201,210,"45,26","54,74","29,25","60,26","10,54"
930100301,LA MARE A LA VEUVE,H,1 981,999,982,482,1 200,300,"50,43","49,57","24,33","60,58","15,14"
930100101,LA FLAMICHE,H,1 889,949,941,625,1 091,174,"50,24","49,81","33,09","57,76","9,21"
930100204,LE MOULIN A VENT,H,2 993,1 439,1 555,808,1 793,393,"48,08","51,95","27,00","59,91","13,13"
930100102,LA TERRE SAINT-BLAISE,H,1 443,691,752,474,811,158,"47,89","52,11","32,85","56,20","10,95"
930100402,LA MARTRAYE,H,2 092,1 021,1 071,693,1 176,223,"48,80","51,20","33,13","56,21","10,66"
930100303,LE VIEUX CHATEAU,H,2 193,1 038,1 155,615,1 358,220,"47,33","52,67","28,04","61,92","10,03"
930100304,LE SAULE BLANC,H,2 529,1 219,1 310,817,1 436,276,"48,20","51,80","32,31","56,78","10,91"
930100201,LE MAINGUY,H,2 522,1 234,1 288,779,1 476,268,"48,93","51,07","30,89","58,52","10,63"
930100305,LES COURTS SILLONS,H,2 802,1 543,1 258,717,1 563,522,"55,07","44,90","25,59","55,78","18,63"
930100107,LA NOUE CAILLET,H,2 418,1 182,1 236,849,1 281,287,"48,88","51,12","35,11","52,98","11,87"
930100203,LE CHAMPART,H,2 362,1 113,1 249,550,1 469,344,"47,12","52,88","23,29","62,19","14,56"
930100104,SUZANNE BUISSON,H,2 717,1 208,1 509,875,1 524,319,"44,46","55,54","32,20","56,09","11,74"
930100401,LES FRICHES,H,2 529,1 202,1 327,725,1 432,371,"47,53","52,47","28,67","56,62","14,67"
930100105,LE CHATEAU GOBILLON,H,2 329,1 158,1 171,715,1 444,171,"49,72","50,28","30,70","62,00","7,34"
930100106,LES MERISIERS,H,2 388,1 246,1 143,669,1 134,585,"52,18","47,86","28,02","47,49","24,50"
930100302,LA REMISE A JORELLE,H,4 487,2 144,2 343,1 512,2 544,432,"47,78","52,22","33,70","56,70","9,63"
930100202,LE CENTRE VILLE,H,3 995,1 917,2 078,1 188,2 415,392,"47,98","52,02","29,74","60,45","9,81"
930100405,FOSSE DE LA REGALE,H,2 455,1 162,1 293,690,1 407,358,"47,33","52,67","28,11","57,31","14,58"
930100404,LA FERME,H,2 464,1 168,1 296,645,1 557,262,"47,40","52,60","26,18","63,19","10,63"
930130101,PARCEXPO,A,133,55,78,17,66,50,"41,35","58,65","12,78","49,62","37,59"
930130105,L'ETANG,H,2 495,1 212,1 284,690,1 476,329,"48,58","51,46","27,66","59,16","13,19"
930130103,BAUDOUIN REPUBLIQUE,H,2 221,1 134,1 087,531,1 497,192,"51,06","48,94","23,91","67,40","8,64"
930130102,STADE EGLISE,H,2 295,1 102,1 193,779,1 307,210,"48,02","51,98","33,94","56,95","9,15"
930130107,BIENVENUE RIGAUD,H,3 081,1 757,1 323,611,1 989,481,"57,03","42,94","19,83","64,56","15,61"
930130104,GUYNEMER GAI LOGIS,H,2 079,989,1 090,643,1 222,213,"47,57","52,43","30,93","58,78","10,25"
930130106,GARE,H,3 404,1 673,1 731,972,2 142,291,"49,15","50,85","28,55","62,93","8,55"
930140113,IRIS 12,H,2 803,1 435,1 368,1 167,1 467,169,"51,20","48,80","41,63","52,34","6,03"
930140110,IRIS 9,H,3 439,1 688,1 751,1 474,1 807,158,"49,08","50,92","42,86","52,54","4,59"
930140106,IRIS 5,H,2 982,1 425,1 557,1 009,1 731,242,"47,79","52,21","33,84","58,05","8,12"
930140101,PARC DEPARTEMENTAL,D,0,0,0,0,0,0,,,,,
930140105,IRIS 4,H,728,391,337,307,390,31,"53,71","46,29","42,17","53,57","4,26"
930140112,IRIS 11,H,3 857,1 847,2 011,1 367,2 130,360,"47,89","52,14","35,44","55,22","9,33"
930140111,IRIS 10,H,1 080,574,506,476,564,40,"53,15","46,85","44,07","52,22","3,70"
930140102,IRIS 1,H,1 051,513,539,418,523,110,"48,81","51,28","39,77","49,76","10,47"
930140109,IRIS 8,H,2 747,1 461,1 285,1 191,1 465,90,"53,19","46,78","43,36","53,33","3,28"
930140104,IRIS 3,H,3 735,1 868,1 867,1 456,2 020,258,"50,01","49,99","38,98","54,08","6,91"
930140108,IRIS 7,H,1 967,947,1 020,540,1 192,235,"48,14","51,86","27,45","60,60","11,95"
930140107,IRIS 6,H,2 499,1 226,1 272,687,1 523,289,"49,06","50,90","27,49","60,94","11,56"
930140103,IRIS 2,H,3 837,1 927,1 910,1 540,2 019,278,"50,22","49,78","40,14","52,62","7,25"
930270102,PARC DEPARTEMENTAL,D,6,6,0,0,6,0,"100,00","0,00","0,00","100,00","0,00"
930270113,6 ROUTES,H,3 396,1 739,1 657,1 096,1 994,306,"51,21","48,79","32,27","58,72","9,01"
930270104,CONVENTION,H,3 216,1 643,1 573,1 006,1 970,240,"51,09","48,91","31,28","61,26","7,46"
930270110,BRAQUE ORME SEUL,H,2 205,1 180,1 026,696,1 284,225,"53,51","46,53","31,56","58,23","10,20"
930270119,MOULIN NEUF,H,1 592,793,799,465,981,145,"49,81","50,19","29,21","61,62","9,11"
930270103,MAIRIE,H,2 763,1 347,1 416,931,1 584,248,"48,75","51,25","33,70","57,33","8,98"
930270105,ANATOLE FRANCE,H,3 658,1 699,1 959,980,2 196,482,"46,45","53,55","26,79","60,03","13,18"
930270117,RATEAU,H,3 927,2 092,1 835,1 136,2 479,312,"53,27","46,73","28,93","63,13","7,94"
930270111,LA TOUR,H,4 073,1 969,2 104,1 461,2 322,290,"48,34","51,66","35,87","57,01","7,12"
930270118,P V COUTURIER,H,3 416,2 071,1 345,950,2 140,327,"60,63","39,37","27,81","62,65","9,57"
930270115,QUINET CACHIN,H,3 514,1 722,1 792,1 196,2 027,290,"49,00","51,00","34,04","57,68","8,25"
930270114,VERLAINE,H,4 022,1 961,2 062,1 256,2 322,444,"48,76","51,27","31,23","57,73","11,04"
930270101,ZONE INDUSTRIELLE,A,1 030,576,454,308,683,40,"55,92","44,08","29,90","66,31","3,88"
930270109,FRANCS TIREURS ZOLA,H,3 859,1 927,1 931,1 102,2 430,327,"49,94","50,04","28,56","62,97","8,47"
930290803,L'AVENIR PARISIEN 3,H,1 799,933,865,493,1 092,214,"51,86","48,08","27,40","60,70","11,90"
930290403,VILLAGE PARISIEN 3,H,2 262,1 035,1 227,640,1 373,249,"45,76","54,24","28,29","60,70","11,01"
930290903,PARIS CAMPAGNE 3,H,2 824,1 455,1 369,720,1 749,356,"51,52","48,48","25,50","61,93","12,61"
930290501,LA MARE 1,H,2 278,1 128,1 150,655,1 363,260,"49,52","50,48","28,75","59,83","11,41"
930290801,L'AVENIR PARISIEN 1,H,2 100,1 019,1 081,633,1 184,282,"48,52","51,48","30,14","56,38","13,43"
930290201,LES OISEAUX 1,H,2 512,1 265,1 246,582,1 669,260,"50,36","49,60","23,17","66,44","10,35"
930290101,ECONOMIE 1,H,2 543,1 264,1 279,728,1 538,277,"49,71","50,29","28,63","60,48","10,89"
930290202,LES OISEAUX 2,H,2 105,1 112,994,588,1 210,308,"52,83","47,22","27,93","57,48","14,63"
930290502,LA MARE 2,H,2 230,1 095,1 136,600,1 361,270,"49,10","50,94","26,91","61,03","12,11"
930290604,VIEUX DRANCY 4,H,2 536,1 183,1 353,668,1 424,444,"46,65","53,35","26,34","56,15","17,51"
930290302,LA MUETTE 2,H,2 100,1 010,1 089,486,1 470,144,"48,10","51,86","23,14","70,00","6,86"
930290602,VIEUX DRANCY 2,H,3 491,1 587,1 904,1 124,2 009,359,"45,46","54,54","32,20","57,55","10,28"
930290902,PARIS CAMPAGNE 2,H,2 656,1 301,1 355,867,1 603,186,"48,98","51,02","32,64","60,35","7,00"
930290601,VIEUX DRANCY 1,H,2 085,934,1 151,538,1 223,324,"44,80","55,20","25,80","58,66","15,54"
930290203,LES OISEAUX 3,H,2 341,1 149,1 192,631,1 411,299,"49,08","50,92","26,95","60,27","12,77"
930290402,VILLAGE PARISIEN 2,H,2 215,1 073,1 141,684,1 263,268,"48,44","51,51","30,88","57,02","12,10"
930290603,VIEUX DRANCY 3,H,3 774,1 897,1 877,947,2 348,479,"50,26","49,74","25,09","62,22","12,69"
930290102,ECONOMIE 2,H,2 841,1 468,1 373,739,1 766,336,"51,67","48,33","26,01","62,16","11,83"
930290503,LA MARE 3,H,2 210,1 076,1 134,554,1 369,287,"48,69","51,31","25,07","61,95","12,99"
930290401,VILLAGE PARISIEN 1,H,2 498,1 214,1 284,720,1 414,365,"48,60","51,40","28,82","56,61","14,61"
930290802,L'AVENIR PARISIEN 2,H,2 647,1 226,1 422,789,1 577,282,"46,32","53,72","29,81","59,58","10,65"
930290901,PARIS CAMPAGNE 1,H,1 760,831,929,437,1 035,288,"47,22","52,78","24,83","58,81","16,36"
930290701,PETIT DRANCY 1,H,1 868,942,926,555,1 108,204,"50,43","49,57","29,71","59,31","10,92"
930290704,PETIT DRANCY 4,H,2 581,1 247,1 334,733,1 562,286,"48,31","51,69","28,40","60,52","11,08"
930290301,LA MUETTE 1,H,2 783,1 320,1 464,866,1 626,291,"47,43","52,61","31,12","58,43","10,46"
930290904,PARIS CAMPAGNE 4,H,2 247,1 108,1 140,642,1 278,327,"49,31","50,73","28,57","56,88","14,55"
930290702,PETIT DRANCY 2,H,1 896,852,1 044,688,1 038,170,"44,94","55,06","36,29","54,75","8,97"
930290703,PETIT DRANCY 3,H,2 086,966,1 119,565,1 177,343,"46,31","53,64","27,09","56,42","16,44"
930290804,L'AVENIR PARISIEN 4,A,972,680,292,201,567,204,"69,96","30,04","20,68","58,33","20,99"
930300102,IRIS NO 0102,H,2 620,1 218,1 402,817,1 500,303,"46,49","53,51","31,18","57,25","11,56"
930300101,IRIS NO 0101,H,3 121,1 627,1 494,949,2 028,144,"52,13","47,87","30,41","64,98","4,61"
930300104,IRIS NO 0104,H,2 264,1 027,1 237,776,1 241,247,"45,36","54,64","34,28","54,81","10,91"
930300103,IRIS NO 0103,H,2 211,1 076,1 136,802,1 225,185,"48,67","51,38","36,27","55,40","8,37"
930310103,IRIS 3,H,3 253,1 561,1 692,1 196,1 863,194,"47,99","52,01","36,77","57,27","5,96"
930310401,IRIS 12,H,3 323,1 521,1 802,1 299,1 739,286,"45,77","54,23","39,09","52,33","8,61"
